iteration,closure_evaluations,objective,weighted_cross_entropy,l2_penalty,gradient_inf_norm,relative_objective_change
0,0,4.174387454986572,4.174387454986572,0.0,0.024285659193992615,
1,5,3.805609703063965,3.805466651916504,0.00014299823669716716,0.020955389365553856,0.08834296190740006
2,7,3.588989496231079,3.588618278503418,0.0003713326877914369,0.009645235724747181,0.05692128823890714
3,9,2.915086269378662,2.9120163917541504,0.003069901140406728,0.01880222000181675,0.1877696291839544
4,11,2.588665008544922,2.565028190612793,0.023636890575289726,0.1379082351922989,0.1119765353988359
5,13,2.0640766620635986,2.027888536453247,0.036188092082738876,0.03065827116370201,0.20264821626193813
6,15,1.869310975074768,1.8332035541534424,0.03610742464661598,0.011482019908726215,0.09435971568716348
7,17,1.671669840812683,1.6360383033752441,0.03563149273395538,0.026297612115740776,0.10572940345261696
8,19,1.4984915256500244,1.459045648574829,0.03944586217403412,0.014188877306878567,0.1035960037889228
9,21,1.337015986442566,1.281510353088379,0.05550563335418701,0.04581933841109276,0.10775872698873802
10,23,1.134434700012207,1.0649316310882568,0.06950303167104721,0.010737425647675991,0.15151747509719185
11,25,1.0760778188705444,0.9986960887908936,0.07738172262907028,0.0049197133630514145,0.05144137528677028
12,27,0.9695862531661987,0.8683500289916992,0.1012362390756607,0.015163354575634003,0.09896269938555158
13,29,0.8599473834037781,0.7347205877304077,0.12522681057453156,0.007046687416732311,0.10963886976242065
14,32,0.7882851958274841,0.6414806842803955,0.14680451154708862,0.021727005019783974,0.07166218757629395
15,34,0.6982466578483582,0.5375984907150269,0.1606481671333313,0.010787548497319221,0.09003853797912598
16,36,0.6368774175643921,0.47695907950401306,0.15991836786270142,0.008526264689862728,0.061369240283966064
17,38,0.5922338962554932,0.4452628791332245,0.1469709873199463,0.006104119587689638,0.044643521308898926
18,41,0.562120795249939,0.42064860463142395,0.14147219061851501,0.008791637606918812,0.0301131010055542
19,43,0.5170435309410095,0.37654197216033936,0.14050154387950897,0.010864310897886753,0.04507726430892944
20,46,0.494996041059494,0.35069864988327026,0.14429739117622375,0.009778313338756561,0.022047489881515503
21,48,0.47367727756500244,0.3142104744911194,0.15946681797504425,0.004319522529840469,0.021318763494491577
22,50,0.44589123129844666,0.28085190057754517,0.1650393307209015,0.004120605997741222,0.027786046266555786
23,53,0.4325065016746521,0.2644261121749878,0.1680803894996643,0.006748816464096308,0.013384729623794556
24,55,0.41881901025772095,0.2500678300857544,0.16875116527080536,0.003011363325640559,0.013687491416931152
25,57,0.4026516079902649,0.23279985785484314,0.16985175013542175,0.0030825557187199593,0.016167402267456055
26,59,0.3626628518104553,0.19029591977596283,0.1723669469356537,0.002284253714606166,0.03998875617980957
