rho,fold,train_examples,validation_examples,validation_cross_entropy,validation_top1_accuracy,validation_macro_accuracy,optimization_status,accepted_iterations,closure_evaluations,final_gradient_inf_norm
1e-05,0,2904,1453,0.558921494337075,0.8465244322092222,0.8276595539534733,converged_objective,100,210,1.1526076377776917e-05
1e-05,1,2905,1452,0.559526946041836,0.8477961432506887,0.8279503076009272,converged_objective,96,202,1.1627165804384276e-05
1e-05,2,2905,1452,0.5635545478583545,0.849862258953168,0.8351107528966472,converged_objective,97,204,2.6388774131191894e-05
0.0001,0,2904,1453,0.8881953860555024,0.8306951135581555,0.8072475181298076,converged_objective,57,121,1.4926502444723155e-05
0.0001,1,2905,1452,0.8786437059707177,0.8512396694214877,0.8282849384527194,converged_objective,51,111,5.5783319112379104e-05
0.0001,2,2905,1452,0.8825273851434016,0.8422865013774105,0.8201154791777487,converged_objective,58,129,1.6238387615885586e-05
0.001,0,2904,1453,2.341144646609712,0.7439779766001376,0.6977421318531596,converged_objective,22,50,3.350822953507304e-05
0.001,1,2905,1452,2.3306519114200706,0.7575757575757576,0.7085045842400137,converged_objective,22,50,3.398797707632184e-05
0.001,2,2905,1452,2.331172423038725,0.7534435261707989,0.7079130399753238,converged_objective,22,50,3.5384175134822726e-05
0.01,0,2904,1453,3.87462339737227,0.3785271851342051,0.3095636553153276,converged_objective,8,27,4.832400009036064e-06
0.01,1,2905,1452,3.8731997812124734,0.38154269972451793,0.31170963704324905,converged_objective,7,18,1.404574140906334e-05
0.01,2,2905,1452,3.8736641459122,0.3808539944903581,0.3111863816932437,converged_objective,7,18,1.1653872206807137e-05
0.1,0,2904,1453,4.136659277356789,0.11837577426015142,0.08397240467068054,converged_gradient,4,10,1.1129304766654968e-07
0.1,1,2905,1452,4.136514880196836,0.11294765840220386,0.07955349248452698,converged_gradient,4,10,1.7648562788963318e-07
0.1,2,2905,1452,4.136598084912009,0.128099173553719,0.09196999073723212,converged_gradient,4,10,1.7136335372924805e-07
