feature,importance
bp_1,0.009190519340336323
bp_2,0.10465353727340698
bp_3,0.12400691211223602
bp_4,0.1813509166240692
bp_5,0.08688397705554962
bp_6,0.021440301090478897
bp_7,0.024162352085113525
bp_8,0.00314159388653934
bp_9,0.00544626172631979
bp_10,0.0
bp_11,0.0
bp_12,0.0
bp_13,0.006357913371175528
bp_14,0.0
bp_15,0.00772596150636673
bp_16,0.011684494093060493
bp_17,0.006356291938573122
bp_18,0.0
bp_19,0.009627765975892544
bp_20,0.0
bp_21,0.0
bp_22,0.016225159168243408
bp_23,0.006047139409929514
bp_24,0.004036191385239363
bp_25,0.0030065879691392183
bp_26,0.004187013953924179
bp_27,0.004339893814176321
bp_28,0.0505886934697628
bp_29,0.0
bp_30,0.0024804486893117428
bp_31,0.0
bp_32,0.009728950448334217
bp_33,0.0
bp_34,0.0028454121202230453
bp_35,0.0030286756809800863
bp_36,0.0
bp_37,0.0
bp_38,0.00496148644015193
bp_39,0.004132060334086418
bp_40,0.0
bp_41,0.0
bp_42,0.008760584518313408
bp_43,0.0
bp_44,0.0023464306723326445
bp_45,0.0
bp_46,0.0
bp_47,0.002956030424684286
bp_48,0.0
bp_49,0.0
bp_50,0.0
bp_51,0.002655111951753497
bp_52,0.002961136633530259
bp_53,0.0
bp_54,0.0
bp_55,0.0
rp_1,0.0
rp_2,0.008707997389137745
rp_3,0.021839747205376625
rp_4,0.012603064998984337
rp_5,0.002281868364661932
rp_6,0.004011622164398432
rp_7,0.0467921607196331
rp_8,0.004607091192156076
rp_9,0.0
rp_10,0.007608339190483093
rp_11,0.0
rp_12,0.010611685924232006
rp_13,0.02817632630467415
rp_14,0.0035080371890217066
rp_15,0.023269115015864372
rp_16,0.008217205293476582
rp_17,0.004842027090489864
rp_18,0.0
rp_19,0.0
rp_20,0.003349588718265295
rp_21,0.002901464467868209
rp_22,0.004636409226804972
rp_23,0.003819966223090887
rp_24,0.007724234368652105
rp_25,0.0
rp_26,0.0
rp_27,0.005127795040607452
rp_28,0.0
rp_29,0.0030211808625608683
rp_30,0.0
rp_31,0.0
rp_32,0.0038345325738191605
rp_33,0.0026622582226991653
rp_34,0.0029262476600706577
rp_35,0.003993417602032423
rp_36,0.0026183754671365023
rp_37,4.557883585221134e-05
rp_38,0.0
rp_39,0.003623373806476593
rp_40,0.0
rp_41,0.0
rp_42,0.0023945325519889593
rp_43,0.0
rp_44,0.0027406506706029177
rp_45,0.0
rp_46,0.002556895138695836
rp_47,0.0027275325264781713
rp_48,0.002611615229398012
rp_49,0.0
rp_50,0.002357080113142729
rp_51,0.0
rp_52,0.0030061323195695877
rp_53,0.0
rp_54,0.0
rp_55,0.0022983537055552006
ebv,0.0046307723969221115
