rho,mean_validation_cross_entropy,std_validation_cross_entropy,mean_validation_top1_accuracy,mean_validation_macro_accuracy
1e-05,0.979085028596313,0.011871157643192723,0.7445405850844664,0.6891464930898336
0.0001,1.3208382396197738,0.020148470536846964,0.738360115368768,0.6653041541042394
0.001,2.6736620114109875,0.013109850751655404,0.5344046147507211,0.37054407675691037
0.01,3.838377111963883,0.0019410847987434705,0.21508034610630408,0.0997251664160314
0.1,4.104197230311645,0.0002384534377942778,0.06798516687268231,0.02666666666666667
