feature,weight
BIAS,225.6563669427313
bp_1,-159.7272172241802
bp_2,-12.144012015822994
bp_3,-145.94385515505843
bp_4,-20.836409685329173
bp_5,254.87884951167962
bp_6,-20.66408858477706
bp_7,-40.23184563587248
bp_8,13.642432027095227
bp_9,-106.18414513498044
bp_10,-104.62594963605243
bp_11,-8.245988569530311
bp_12,29.87694702926408
bp_13,98.72779827050735
bp_14,4.681603081813779
bp_15,-60.294544557193575
bp_16,-139.46530123011678
bp_17,113.90167761399658
bp_18,55.513391613513605
bp_19,-150.83218608896334
bp_20,69.55230417170229
bp_21,-30.785319236733418
bp_22,176.91581405099058
bp_23,-103.1785049226482
bp_24,11.49450024649222
bp_25,-4.465649065670134
bp_26,1.8246647862545142
bp_27,-1.8543479475848217
bp_28,-141.52136712807538
bp_29,46.129338443963384
bp_30,-20.783322459611348
bp_31,-21.274561092146225
bp_32,33.25733339022223
bp_33,11.17530213692369
bp_34,26.400741451219883
bp_35,11.964394398797992
bp_36,-2.988958684836719
bp_37,-4.603292148746678
bp_38,-17.465842940298067
bp_39,12.183973734739073
bp_40,19.594280357015236
bp_41,-11.351994297766348
bp_42,31.922347541591858
bp_43,24.944241972651078
bp_44,20.02913975733776
bp_45,-8.313819660116266
bp_46,0.9338644798163093
bp_47,2.5847159632614045
bp_48,-10.447204803650605
bp_49,-14.832048289615688
bp_50,0.49073753698834327
bp_51,-10.46741883654153
bp_52,2.9958024305633857
bp_53,0.04169891342238257
bp_54,-7.004184970932573
bp_55,1.259433797031202
rp_1,-159.7272172241802
rp_2,-6.91048796156916
rp_3,-8.963907710167186
rp_4,26.70761663802599
rp_5,-77.54650586512135
rp_6,-69.29694439910938
rp_7,-10.49977886611338
rp_8,-78.09173837491164
rp_9,-27.493402168722426
rp_10,-42.81919931438013
rp_11,77.78636528236065
rp_12,51.49596290867184
rp_13,62.12242403284555
rp_14,-21.908741952035037
rp_15,63.70919700085954
rp_16,-65.30035937419319
rp_17,-35.95769004790826
rp_18,-41.16780924911964
rp_19,13.499784456756439
rp_20,-5.545998758806734
rp_21,10.734267722225177
rp_22,-17.260736509645323
rp_23,15.360982669200341
rp_24,-2.8367592208335455
rp_25,-21.2122108344938
rp_26,-4.501310440737912
rp_27,8.426589201347749
rp_28,15.195592335411039
rp_29,4.129687454111354
rp_30,-22.827672866358636
rp_31,-7.007189227650405
rp_32,20.510685530310123
rp_33,-6.728368483873698
rp_34,-0.3227841552355267
rp_35,29.009425518874483
rp_36,15.476665596040634
rp_37,-14.043558641499512
rp_38,8.37517566512851
rp_39,-12.724714866043898
rp_40,-0.07884991431525297
rp_41,-11.715021791693054
rp_42,6.293915282713455
rp_43,15.389489310190772
rp_44,-4.3556787617127135
rp_45,-4.907969265064585
rp_46,-16.634109047549018
rp_47,9.705053915567532
rp_48,15.48023984401652
rp_49,-3.7594589365974707
rp_50,3.108462829583594
rp_51,-3.739890875840413
rp_52,-3.5342687515344604
rp_53,0.7879112811647303
rp_54,-1.7814232961019578
rp_55,1.3176068274965533
ebv,5.456071960433093
