source_domain,target_domain,method,lambda,coverage_seeds,heldout_cross_entropy_mean,heldout_cross_entropy_std,heldout_top1_accuracy_mean,heldout_top1_accuracy_std,heldout_macro_accuracy_mean,heldout_macro_accuracy_std,transductive_full_cross_entropy_mean,transductive_full_cross_entropy_std,transductive_full_top1_accuracy_mean,transductive_full_top1_accuracy_std,transductive_full_macro_accuracy_mean,transductive_full_macro_accuracy_std,transductive_unqueried_cross_entropy_mean,transductive_unqueried_cross_entropy_std,transductive_unqueried_top1_accuracy_mean,transductive_unqueried_top1_accuracy_std,transductive_unqueried_macro_accuracy_mean,transductive_unqueried_macro_accuracy_std
real_world,art,random_regularized_wasserstein,10.0,4,1.2426260047066282,0.05922120785489861,0.6810699588477367,0.014742239547465485,0.6251381257631258,0.014072241549974197,1.1509474860031754,0.018996218971126858,0.7041615162752369,0.003994791806688354,0.66214839309959,0.006779644151595305,1.2176680398942026,0.01920891346858372,0.6847826086956521,0.004156718156785443,0.639511486558739,0.007136981228524347
real_world,art,random_uniform,,4,1.247528560845173,0.041571048608194855,0.6733539094650206,0.009705741905408,0.6303029609279609,0.003886229518591362,1.1689848071957354,0.01932183640554167,0.700144210960033,0.004493156929805136,0.6662353087716225,0.005586042007593123,1.2241775580318528,0.021893367731252618,0.6812692138779095,0.004707913550252114,0.6444184973116354,0.00485318932795661
real_world,art,source_only_uniform,,4,1.3475128215234853,0.045512615808703354,0.654320987654321,0.009354034085724178,0.6159806166056166,0.004828394982731023,1.3296850655763361,0.0,0.65389369592089,0.0,0.6239687350180427,0.0,1.3296850655763361,0.0,0.65389369592089,0.0,0.6239687350180427,0.0
real_world,art,wasserstein_hard_voronoi,,4,1.2804517653773682,0.05218588970585718,0.6779835390946501,0.010424337553889359,0.6077525946275946,0.011669267733073894,1.1431767247521298,0.008086558060283244,0.7121961269056448,0.005792912157385812,0.6518061707277868,0.003638800164365793,1.2132999909517035,0.008944852524951571,0.6932367149758454,0.006174526924012013,0.6342313176965944,0.003900969251339254
real_world,art,wasserstein_uniform,,4,1.198394725453034,0.04367269902106619,0.6872427983539096,0.010625468713874937,0.6343574481074481,0.009796102161967609,1.0914917280291092,0.0036634183128851487,0.7175525339925835,0.0015957904187092536,0.6734021700020609,0.0019044744118469463,1.1385671147069605,0.004553158808016102,0.699604743083004,0.0014784811796753347,0.6560124429678117,0.0017082160729258661
real_world,clipart,random_regularized_wasserstein,10.0,4,2.1360789219215643,0.03430234449455705,0.4753722794959908,0.005207400418856766,0.46593693578853734,0.008476764775860873,2.0943031612215353,0.05144047086446518,0.49112256586483394,0.01045231893282901,0.4853562760569473,0.009696953128878121,2.1647784072201577,0.05324861472499013,0.47301304863582444,0.010824287578125416,0.4689402657424411,0.00987222723502989
real_world,clipart,random_uniform,,4,2.1450079418657775,0.01199313766214828,0.4713631156930126,0.010927138618750816,0.4684262789749215,0.010449407356534527,2.115716165326682,0.03427657226888676,0.48058419243986256,0.008647896536827505,0.4794220417043765,0.005822855271400923,2.172113999640437,0.03571497017970975,0.46275207591933576,0.009187551579631184,0.46319444069762356,0.005881810873913765
real_world,clipart,source_only_uniform,,4,2.537691959066678,0.03710915487154383,0.4063573883161512,0.009870382554189063,0.41155097925281303,0.011509434519846467,2.5473255251924147,0.0,0.4059564719358534,0.0,0.41124724706256194,0.0,2.5473255251924147,0.0,0.4059564719358534,0.0,0.41124724706256194,0.0
real_world,clipart,wasserstein_hard_voronoi,,4,2.0803997857383445,0.030716621178088564,0.4902634593356243,0.009305885915963293,0.48668420768786924,0.012861773022201511,2.018001512187449,0.019848084340010886,0.5178121420389462,0.00549629275464886,0.5132585013930508,0.005346817158640137,2.08763788736061,0.020547547633529083,0.5006524317912219,0.005691890361575838,0.4979791168778363,0.005895293400667939
real_world,clipart,wasserstein_uniform,,4,2.047343973576882,0.023878393828937167,0.4945589919816724,0.009600833112394154,0.49446323970213585,0.015109117221935265,1.9889553935336672,0.013120461484583906,0.5162657502863688,0.006341976234286275,0.5159945771315841,0.006028989641763612,2.0385090855304897,0.013705294634711176,0.49982206405693946,0.006378910954884024,0.5007975547002521,0.0067525097216171405
real_world,product,random_regularized_wasserstein,10.0,4,0.7198641979242779,0.02439651134860655,0.8029279279279279,0.005119437573943612,0.783702746953372,0.003991108872615975,0.7025670234266584,0.023396144559473604,0.8129083126830368,0.002085070718166963,0.7968895155009377,0.0022438019556783916,0.7235151308324193,0.024233672119458375,0.8063651200746095,0.002157992286766876,0.7906084690180221,0.0025925508303959754
real_world,product,random_uniform,,4,0.7649831275094342,0.02013386937644033,0.7857545045045046,0.0034861440730117686,0.7697336889844034,0.006450323130958177,0.755364234210059,0.010524711544959226,0.791901329128182,0.0005924657895194075,0.7798902092870746,0.0021149528702609204,0.7726527520338683,0.011349471464997906,0.7850314758685009,0.000659460742538146,0.7732167496713849,0.0023627076927222315
real_world,product,source_only_uniform,,4,0.8540858962256335,0.01810349859976936,0.7547860360360361,0.003941441441441453,0.7431500123642599,0.006142467062344986,0.8674434016002732,0.0,0.7567019599008786,0.0,0.7467436497825523,0.0,0.8674434016002732,0.0,0.7567019599008786,0.0,0.7467436497825523,0.0
real_world,product,wasserstein_hard_voronoi,,4,0.6583906915985593,0.010678023743270714,0.831644144144144,0.0054007111749017215,0.8150355104693935,0.01092963510069634,0.6314229931385614,0.005356285669800891,0.8374633926560036,0.002344746563940191,0.8222727329488435,0.004416252716453377,0.6515475147337386,0.0056118295481967055,0.8317789694567499,0.002426749824511676,0.8164388051637081,0.004467875377500377
real_world,product,wasserstein_uniform,,4,0.707962374350137,0.0170736652795046,0.8006756756756757,0.0009194781316753578,0.7863930326738436,0.005967280331845389,0.6897286156680416,0.006507460541106849,0.8104865960801982,0.004323009926198574,0.7993533257574714,0.004812694042760613,0.7044057352060058,0.007229588106660722,0.8046164607134529,0.004508995011847488,0.792800557484302,0.004972868356191343
