status,pair,source_domain,target_domain,seed,method,rho,lambda,run_runtime_seconds,failure_stage,failure_message,run_record_path,heldout_cross_entropy,heldout_top1_accuracy,heldout_macro_accuracy,heldout_num_examples,transductive_full_cross_entropy,transductive_full_top1_accuracy,transductive_full_macro_accuracy,transductive_full_num_examples,transductive_unqueried_cross_entropy,transductive_unqueried_top1_accuracy,transductive_unqueried_macro_accuracy,transductive_unqueried_num_examples,effective_sample_size,squared_l2_norm,max_weight,source_total_mass,query_total_mass,solver_runtime_seconds,classifier_status,classifier_fit_seconds,classifier_iterations,classifier_closure_evaluations
complete,product_to_art,product,art,0,random_uniform,1e-05,,1.6152214892208576,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_0/random_uniform/run_record.json,1.460741003042781,0.6440329218106996,0.5897069597069596,486,1.4362533176315087,0.646065100947672,0.6040644733234143,2427,1.5071098910556793,0.6231884057971014,0.580536450502931,2277,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.298317849636078e-05,converged_objective,0.8443554528057575,98,203
complete,product_to_art,product,art,0,source_only_uniform,1e-05,,5.496424963697791,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_0/source_only_uniform/run_record.json,1.6581463694018892,0.5802469135802469,0.5489499389499389,486,1.7158422439712082,0.5657189946435929,0.5425763228578002,2427,1.7158422439712082,0.5657189946435929,0.5425763228578002,2427,4439.000000000019,0.0002252759630547411,0.00022527596305474206,1.0,0.0,2.0198523998260498e-05,converged_objective,0.814669830724597,95,195
complete,product_to_art,product,art,0,wasserstein_hard_voronoi,1e-05,,1.3625239226967096,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_0/wasserstein_hard_voronoi/run_record.json,1.3884576025871316,0.6234567901234568,0.5473321123321123,486,1.3232575673163698,0.6580140090646889,0.5856343477181241,2427,1.4072290358520925,0.6354852876592006,0.5678718492986613,2277,355.59046720151025,0.0028122238705384304,0.010819165378670788,0.512107161257084,0.487892838742916,0.012236976996064186,converged_objective,0.6107228677719831,81,166
complete,product_to_art,product,art,0,wasserstein_uniform,1e-05,,1.7891342341899872,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_0/wasserstein_uniform/run_record.json,1.4164837736043616,0.6399176954732511,0.584545177045177,486,1.3866734435487258,0.6526576019777504,0.6002826658885003,2427,1.4558505344987842,0.6297760210803689,0.5812818521539597,2277,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.3184344172477722e-05,converged_objective,0.8560918569564819,98,202
complete,product_to_art,product,art,1,random_regularized_wasserstein,1e-05,10.0,1.5246693156659603,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_1/random_regularized_wasserstein/lambda_10/run_record.json,1.409222054450053,0.6502057613168725,0.5917246642246642,486,1.319499665125771,0.6662546353522868,0.6229540196022645,2427,1.399010168619934,0.6442687747035574,0.5968397200122981,2277,1074.2228188970505,0.00093090556484989,0.0054950465242121875,0.7741722540295535,0.2258277459704465,0.031386349350214005,converged_objective,0.7964046504348516,93,192
complete,product_to_art,product,art,1,random_uniform,1e-05,,1.5894074365496635,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_1/random_uniform/run_record.json,1.49043898647132,0.6234567901234568,0.579139194139194,486,1.4222339447279093,0.6419447878038731,0.6059820830682838,2427,1.4913512994881075,0.6187966622749231,0.5779912536450326,2277,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.7460977435112e-05,converged_objective,0.7958564963191748,93,191
complete,product_to_art,product,art,1,source_only_uniform,1e-05,,5.434406317770481,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_1/source_only_uniform/run_record.json,1.7048685906167083,0.565843621399177,0.5391300366300367,486,1.7158422439712082,0.5657189946435929,0.5425763228578002,2427,1.7158422439712082,0.5657189946435929,0.5425763228578002,2427,4439.000000000019,0.0002252759630547411,0.00022527596305474206,1.0,0.0,2.170354127883911e-05,converged_objective,0.8112802002578974,95,195
complete,product_to_art,product,art,1,wasserstein_hard_voronoi,1e-05,,1.389495873823762,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_1/wasserstein_hard_voronoi/run_record.json,1.3902113440696795,0.6275720164609053,0.5507142857142857,486,1.3077040908295285,0.6592501030078286,0.5884097580209853,2427,1.3905012386486408,0.6368028107158542,0.5698525601216401,2277,363.340823608834,0.002752236839416045,0.010819165378670788,0.5079855744461618,0.49201442555383823,0.012081602588295937,converged_objective,0.6774023827165365,83,170
complete,product_to_art,product,art,1,wasserstein_uniform,1e-05,,1.7069289460778236,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_1/wasserstein_uniform/run_record.json,1.468533335318095,0.6213991769547325,0.5686324786324786,486,1.3994376443149947,0.6477132262051916,0.5947963058630277,2427,1.4692194975502462,0.6245059288537549,0.5749575374521411,2277,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.648867666721344e-05,converged_objective,0.8615720756351948,97,202
complete,product_to_art,product,art,2,random_regularized_wasserstein,1e-05,10.0,1.5359690506011248,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_2/random_regularized_wasserstein/lambda_10/run_record.json,1.4161204146616642,0.6337448559670782,0.5730189255189256,486,1.3805906855849255,0.6522455706633704,0.6069315689759142,2427,1.4651287661300645,0.629336846728151,0.5859789836144932,2277,912.0734276930397,0.0010964029535750846,0.006131807602847859,0.7600234154426793,0.2399765845573208,0.03904045559465885,converged_objective,0.8002832010388374,95,195
complete,product_to_art,product,art,2,random_uniform,1e-05,,1.5179252307862043,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_2/random_uniform/run_record.json,1.5223254611363142,0.6152263374485597,0.5630830280830281,486,1.4588912828139569,0.6365883807169345,0.5980745137694451,2427,1.5309838928141337,0.6130873956960914,0.5750816553435353,2277,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.5667250156402588e-05,converged_objective,0.7397608309984207,95,196
complete,product_to_art,product,art,2,source_only_uniform,1e-05,,5.387157881632447,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_2/source_only_uniform/run_record.json,1.727839150888524,0.5534979423868313,0.5223778998778998,486,1.7158422439712082,0.5657189946435929,0.5425763228578002,2427,1.7158422439712082,0.5657189946435929,0.5425763228578002,2427,4439.000000000019,0.0002252759630547411,0.00022527596305474206,1.0,0.0,2.275221049785614e-05,converged_objective,0.7776539865881205,95,195
complete,product_to_art,product,art,2,wasserstein_hard_voronoi,1e-05,,1.4148066993802786,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_2/wasserstein_hard_voronoi/run_record.json,1.345416970444161,0.6584362139917695,0.5677136752136752,486,1.3075359078207056,0.6674907292954264,0.5895013189276308,2427,1.3905361190485706,0.6455862977602108,0.5734107050968057,2277,383.3805841050169,0.002608374136458816,0.00927357032457496,0.5198351365275632,0.4801648634724369,0.01212899200618267,converged_objective,0.7085332348942757,87,180
complete,product_to_art,product,art,2,wasserstein_uniform,1e-05,,1.6358721107244492,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_2/wasserstein_uniform/run_record.json,1.4724636715636894,0.6296296296296297,0.5682905982905984,486,1.3900819926153851,0.6571899464359291,0.6015166596770419,2427,1.4598186713825234,0.634606938954765,0.5838456031567156,2277,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.7040019631385803e-05,converged_objective,0.760890144854784,96,199
complete,product_to_art,product,art,3,random_regularized_wasserstein,1e-05,10.0,1.5619127433747053,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_3/random_regularized_wasserstein/lambda_10/run_record.json,1.4742104943897898,0.6255144032921811,0.5693772893772895,486,1.3415783981903928,0.6551297898640297,0.6123045509335568,2427,1.4226629759927638,0.6324110671936759,0.5855006886433813,2277,1034.3878530108693,0.0009667553588233136,0.005595917901527255,0.7772211515939971,0.22277884840600293,0.030668964609503746,converged_objective,0.8337380588054657,98,201
complete,product_to_art,product,art,3,random_uniform,1e-05,,1.6328811571002007,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_3/random_uniform/run_record.json,1.5387215993938783,0.6111111111111112,0.567530525030525,486,1.4419843830644128,0.6370004120313144,0.606583431061195,2427,1.511330368485713,0.6130873956960914,0.5787623750819697,2277,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.6892870664596558e-05,converged_objective,0.848412936553359,97,203
complete,product_to_art,product,art,3,source_only_uniform,1e-05,,5.525052331387997,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_3/source_only_uniform/run_record.json,1.7319925937935878,0.5617283950617284,0.533550061050061,486,1.7158422439712082,0.5657189946435929,0.5425763228578002,2427,1.7158422439712082,0.5657189946435929,0.5425763228578002,2427,4439.000000000019,0.0002252759630547411,0.00022527596305474206,1.0,0.0,2.5998800992965698e-05,converged_objective,0.8272434361279011,95,195
complete,product_to_art,product,art,3,wasserstein_hard_voronoi,1e-05,,1.3961966950446367,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_3/wasserstein_hard_voronoi/run_record.json,1.491667772987931,0.5905349794238683,0.5373015873015874,486,1.33175078317123,0.65389369592089,0.5821085596722657,2427,1.4161934439515833,0.6310935441370223,0.5647554133160149,2277,372.0234027846353,0.002688002938833665,0.009788768675940238,0.5182895414734674,0.4817104585265328,0.012091059237718582,converged_objective,0.6792727131396532,84,175
complete,product_to_art,product,art,3,wasserstein_uniform,1e-05,,1.7944551408290863,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_3/wasserstein_uniform/run_record.json,1.5188762436943415,0.6090534979423868,0.5608669108669108,486,1.3886836948821837,0.6534816646065101,0.5984766622134838,2427,1.4571437733797847,0.6306543697848046,0.580180821116394,2277,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.5348737835884094e-05,converged_objective,0.8609888963401318,96,200
complete,product_to_art,product,art,4,random_regularized_wasserstein,1e-05,10.0,1.5330577678978443,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_4/random_regularized_wasserstein/lambda_10/run_record.json,1.4289032006144604,0.6378600823045267,0.5784554334554335,486,1.3472601928734556,0.6551297898640297,0.603435226539544,2427,1.4292975115388802,0.6324110671936759,0.5807766222390424,2277,1010.6974460002376,0.0009894157781415477,0.006898197326946459,0.7665573575856621,0.23344264241433788,0.03092275746166706,converged_objective,0.7898583114147186,98,201
complete,product_to_art,product,art,4,random_uniform,1e-05,,1.6587250512093306,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_4/random_uniform/run_record.json,1.5071830955864636,0.6193415637860082,0.5750854700854701,486,1.4386045049621659,0.6390605686032138,0.5994740810580396,2427,1.5104424539255321,0.6152832674571805,0.5763201601296786,2277,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.7913600206375122e-05,converged_objective,0.8575978204607964,97,202
complete,product_to_art,product,art,4,source_only_uniform,1e-05,,5.600979808717966,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_4/source_only_uniform/run_record.json,1.7111445044394697,0.5679012345679012,0.5364743589743589,486,1.7158422439712082,0.5657189946435929,0.5425763228578002,2427,1.7158422439712082,0.5657189946435929,0.5425763228578002,2427,4439.000000000019,0.0002252759630547411,0.00022527596305474206,1.0,0.0,2.1571293473243713e-05,converged_objective,0.8126450758427382,95,195
complete,product_to_art,product,art,4,wasserstein_hard_voronoi,1e-05,,1.3300362564623356,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_4/wasserstein_hard_voronoi/run_record.json,1.4005098364344701,0.6502057613168725,0.568482905982906,486,1.3139173154847459,0.6641944787803873,0.5872464117062474,2427,1.3974300341878192,0.6420729029424681,0.5725850353266481,2277,355.5233556666982,0.00281275472922093,0.015455950540958269,0.5146831530139104,0.4853168469860896,0.012235114350914955,converged_objective,0.6040164921432734,81,168
complete,product_to_art,product,art,4,wasserstein_uniform,1e-05,,1.7039359491318464,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_art/seed_4/wasserstein_uniform/run_record.json,1.4627420114273537,0.6358024691358025,0.5727472527472527,486,1.3790395911121054,0.6571899464359291,0.6008961283336395,2427,1.449088745254028,0.634606938954765,0.5844609628075431,2277,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.566911280155182e-05,converged_objective,0.8524538315832615,98,203
complete,product_to_clipart,product,clipart,0,random_regularized_wasserstein,1e-05,10.0,1.7450243216007948,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_0/random_regularized_wasserstein/lambda_10/run_record.json,2.2283816000340395,0.4627720504009164,0.4456441705340253,873,2.196886832266751,0.47193585337915234,0.455020199110944,4365,2.2706474901338685,0.4531435349940688,0.4375918906957846,4215,790.8722730071157,0.001264426676886424,0.00580844383659089,0.6999296993421235,0.30007030065787654,0.043125979602336884,converged_objective,0.8438145741820335,98,201
complete,product_to_clipart,product,clipart,0,random_regularized_wasserstein,1e-05,100.0,2.759281588718295,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_0/random_regularized_wasserstein/lambda_100/run_record.json,2.2428948219019205,0.4616265750286369,0.4483159375883834,873,2.204525223214345,0.47079037800687284,0.455657596196932,4365,2.2760508472376726,0.45195729537366547,0.4380571206053791,4215,2453.298801456042,0.00040761443302646065,0.001734564609711524,0.8715393473639031,0.12846065263609674,0.9461844079196453,converged_objective,0.9368809647858143,105,217
complete,product_to_clipart,product,clipart,0,random_regularized_wasserstein,1e-05,1000.0,2.8616222143173218,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_0/random_regularized_wasserstein/lambda_1000/run_record.json,2.2587274451722252,0.4524627720504009,0.43729495564634885,873,2.211610701519895,0.4643757159221077,0.44944592329258753,4365,2.276623493798435,0.4453143534994069,0.43151030059796247,4215,4419.762608069176,0.00022625649580687804,0.0005259834661800117,0.9459087225300353,0.05409127746996471,1.1638324540108442,converged_objective,0.813064431771636,96,196
complete,product_to_clipart,product,clipart,0,random_regularized_wasserstein,1e-05,10000.0,2.503506703302264,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_0/random_regularized_wasserstein/lambda_10000/run_record.json,2.2737503707316087,0.44215349369988544,0.42872285972607477,873,2.2279397616140417,0.45979381443298967,0.4460755937279045,4365,2.288176047243097,0.4405693950177936,0.42791767876852005,4215,4586.114373249082,0.00021804951176818105,0.0002578307800610593,0.964192827401033,0.03580717259896714,0.8071603383868933,converged_objective,0.8383079916238785,97,203
complete,product_to_clipart,product,clipart,0,random_uniform,1e-05,,1.7753977328538895,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_0/random_uniform/run_record.json,2.2789737049631715,0.43757159221076747,0.4252307962340113,873,2.2336572090263553,0.4588774341351661,0.44557768301679995,4365,2.292514969849272,0.43962040332147095,0.42733631725825444,4215,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.718903124332428e-05,converged_objective,0.8393900319933891,97,204
complete,product_to_clipart,product,clipart,0,source_only_uniform,1e-05,,1.6475971341133118,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_0/source_only_uniform/run_record.json,2.611254546876591,0.38029782359679265,0.382319388095168,873,2.6299673365526717,0.37823596792668956,0.3751046809379703,4365,2.6299673365526717,0.37823596792668956,0.3751046809379703,4365,4439.000000000019,0.0002252759630547411,0.00022527596305474206,1.0,0.0,2.428703010082245e-05,converged_objective,0.8037908356636763,95,195
complete,product_to_clipart,product,clipart,0,wasserstein_hard_voronoi,1e-05,,1.5916058886796236,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_0/wasserstein_hard_voronoi/run_record.json,2.0565897511356606,0.5063001145475372,0.5028281250780655,873,2.063976338182121,0.5131729667812142,0.5071613156390214,4365,2.1351440942144797,0.4958481613285884,0.49159712609633677,4215,303.19916455318526,0.0032981621221604206,0.013745704467353952,0.4243986254295533,0.5756013745704467,0.015366392210125923,converged_objective,0.7111669573932886,90,185
complete,product_to_clipart,product,clipart,0,wasserstein_uniform,1e-05,,1.857778338715434,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_0/wasserstein_uniform/run_record.json,2.146181810229837,0.47766323024054985,0.47050290286834706,873,2.1080186898765354,0.4824742268041237,0.4744726816472365,4365,2.160329514319382,0.4659549228944247,0.45806714748430843,4215,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.572685480117798e-05,converged_objective,0.8355749528855085,97,201
complete,product_to_clipart,product,clipart,1,random_regularized_wasserstein,1e-05,10.0,1.755968438461423,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_1/random_regularized_wasserstein/lambda_10/run_record.json,2.251510562282346,0.44100801832760594,0.43927241231420805,873,2.2316111044671296,0.4625429553264605,0.46123078778132415,4365,2.3059050132233168,0.44341637010676155,0.4436948700092934,4215,1040.2491332337959,0.0009613081790237359,0.007056411568050621,0.7646839064660178,0.2353160935339822,0.03711513988673687,converged_objective,0.8348182812333107,97,201
complete,product_to_clipart,product,clipart,1,random_uniform,1e-05,,1.734048305079341,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_1/random_uniform/run_record.json,2.273698406494296,0.4306987399770905,0.42121693493984513,873,2.262811837102819,0.44810996563573885,0.44742666607343035,4365,2.3245899696266106,0.4294187425860024,0.42956300202744474,4215,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.771243453025818e-05,converged_objective,0.7812335304915905,93,190
complete,product_to_clipart,product,clipart,1,source_only_uniform,1e-05,,1.663619564846158,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_1/source_only_uniform/run_record.json,2.588840235926419,0.3722794959908362,0.36440142436748774,873,2.6299673365526717,0.37823596792668956,0.3751046809379703,4365,2.6299673365526717,0.37823596792668956,0.3751046809379703,4365,4439.000000000019,0.0002252759630547411,0.00022527596305474206,1.0,0.0,2.4005770683288574e-05,converged_objective,0.8116675484925508,95,195
complete,product_to_clipart,product,clipart,1,wasserstein_hard_voronoi,1e-05,,1.6479456666857004,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_1/wasserstein_hard_voronoi/run_record.json,2.1298670944318427,0.47995418098510884,0.47455653056689023,873,2.0844303904991697,0.5056128293241695,0.501657803580427,4365,2.1564321183680724,0.48801897983392645,0.48614202707257387,4215,316.0066341867937,0.0031644905258821025,0.01145475372279496,0.42983963344788095,0.5701603665521191,0.015210594981908798,converged_objective,0.7611093800514936,90,185
complete,product_to_clipart,product,clipart,1,wasserstein_uniform,1e-05,,1.8553329445421696,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_1/wasserstein_uniform/run_record.json,2.138377926792855,0.4558991981672394,0.4480640992465237,873,2.105620866267451,0.4884306987399771,0.48204790479346893,4365,2.1579513251170783,0.47164887307236064,0.46677933899431506,4215,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.7412548661231995e-05,converged_objective,0.8234347701072693,95,198
complete,product_to_clipart,product,clipart,2,random_regularized_wasserstein,1e-05,10.0,1.8249717354774475,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_2/random_regularized_wasserstein/lambda_10/run_record.json,2.2734468698812362,0.4352806414662085,0.4239900078355663,873,2.2510745223773756,0.44856815578465065,0.4351804058816284,4365,2.3266950128785733,0.42894424673784104,0.417607632198858,4215,901.7611113820304,0.0011089411456959035,0.00547810011200713,0.7182432426485412,0.28175675735145866,0.043433696031570435,converged_objective,0.906102491542697,101,206
complete,product_to_clipart,product,clipart,2,random_uniform,1e-05,,1.7715307958424091,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_2/random_uniform/run_record.json,2.2887933095415143,0.4261168384879725,0.41681595355505807,873,2.280903791622797,0.44169530355097364,0.4299733469523829,4365,2.34149964476699,0.4232502965599051,0.41313614411564614,4215,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.7138739824295044e-05,converged_objective,0.78834243491292,94,196
complete,product_to_clipart,product,clipart,2,source_only_uniform,1e-05,,1.6652725879102945,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_2/source_only_uniform/run_record.json,2.6031676633738745,0.3757159221076747,0.381321651873569,873,2.6299673365526717,0.37823596792668956,0.3751046809379703,4365,2.6299673365526717,0.37823596792668956,0.3751046809379703,4365,4439.000000000019,0.0002252759630547411,0.00022527596305474206,1.0,0.0,2.403557300567627e-05,converged_objective,0.7957405839115381,95,195
complete,product_to_clipart,product,clipart,2,wasserstein_hard_voronoi,1e-05,,1.6800746209919453,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_2/wasserstein_hard_voronoi/run_record.json,2.1336510216401807,0.4959908361970218,0.4931254939524766,873,2.0736195234114736,0.5042382588774341,0.5022992406837727,4365,2.1451383095783494,0.4865954922894425,0.4865005947955104,4215,318.1834881536375,0.0031428406477118694,0.012313860252004582,0.4349942726231386,0.5650057273768614,0.015405917540192604,converged_objective,0.7512626443058252,90,188
complete,product_to_clipart,product,clipart,2,wasserstein_uniform,1e-05,,1.889445934444666,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_2/wasserstein_uniform/run_record.json,2.148837848274691,0.45933562428407787,0.4578222928800447,873,2.0944547346787736,0.49003436426116836,0.4871481562290179,4365,2.1473408126384004,0.47283511269276396,0.4705783122797212,4215,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.682209014892578e-05,converged_objective,0.83539267629385,97,200
complete,product_to_clipart,product,clipart,3,random_regularized_wasserstein,1e-05,10.0,1.86898872256279,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_3/random_regularized_wasserstein/lambda_10/run_record.json,2.238752915127482,0.4765177548682703,0.464083218453902,873,2.1793775620868807,0.4822451317296678,0.4774764423972539,4365,2.252723125267183,0.4638196915776987,0.4612007389563878,4215,880.8800343366973,0.0011352283637044856,0.005988107544957644,0.7121540521347223,0.2878459478652775,0.04334625042974949,converged_objective,0.9256974998861551,104,213
complete,product_to_clipart,product,clipart,3,random_uniform,1e-05,,1.7943593207746744,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_3/random_uniform/run_record.json,2.25695379912629,0.4639175257731959,0.45330389563599854,873,2.2189950381994636,0.4632302405498282,0.4566208704123557,4365,2.2780567678854453,0.4450771055753262,0.4397411336733255,4215,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.572871744632721e-05,converged_objective,0.8372277673333883,97,199
complete,product_to_clipart,product,clipart,3,source_only_uniform,1e-05,,1.6487851571291685,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_3/source_only_uniform/run_record.json,2.624437325431485,0.3848797250859107,0.37763115968998323,873,2.6299673365526717,0.37823596792668956,0.3751046809379703,4365,2.6299673365526717,0.37823596792668956,0.3751046809379703,4365,4439.000000000019,0.0002252759630547411,0.00022527596305474206,1.0,0.0,2.3905187845230103e-05,converged_objective,0.7946378868073225,95,195
complete,product_to_clipart,product,clipart,3,wasserstein_hard_voronoi,1e-05,,1.6634514834731817,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_3/wasserstein_hard_voronoi/run_record.json,2.1364872655763643,0.4936998854524628,0.47790185073585884,873,2.0668653548605627,0.5088201603665521,0.5029187747273376,4365,2.1381850902678896,0.49134045077105576,0.48724093966739956,4215,316.69603158113443,0.0031576019282824825,0.011741122565864834,0.4306987399770905,0.5693012600229095,0.015315154567360878,converged_objective,0.7646925803273916,90,188
complete,product_to_clipart,product,clipart,3,wasserstein_uniform,1e-05,,1.862096518278122,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_3/wasserstein_uniform/run_record.json,2.1553121405926525,0.4524627720504009,0.445924597881016,873,2.1027819076672594,0.4843069873997709,0.47911338996652747,4365,2.1557670829638247,0.4666666666666667,0.46225730530829684,4215,4589.000000000016,0.00021791239921551458,0.00021791239921551526,0.9673131401176722,0.03268685988232729,2.9657036066055298e-05,converged_objective,0.8290014620870352,95,198
complete,product_to_clipart,product,clipart,4,random_regularized_wasserstein,1e-05,10.0,1.7695713695138693,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/product_to_clipart/seed_4/random_regularized_wasserstein/lambda_10/run_record.json,2.2991708423895245,0.4547537227949599,0.4308094531754927,873,2.2044897666664123,0.47766323024054985,0.4543309645038482,4365,2.2784426040537102,0.45931198102016607,0.4375517315273829,4215,738.1946576870097,0.00135465624085293,0.006272606557042275,0.6958727237572951,0.3041272762427048,0.04334820434451103,converged_objective,0.8119801301509142,100,204
