status,pair,source_domain,target_domain,seed,method,rho,lambda,run_runtime_seconds,failure_stage,failure_message,run_record_path,heldout_cross_entropy,heldout_top1_accuracy,heldout_macro_accuracy,heldout_num_examples,transductive_full_cross_entropy,transductive_full_top1_accuracy,transductive_full_macro_accuracy,transductive_full_num_examples,transductive_unqueried_cross_entropy,transductive_unqueried_top1_accuracy,transductive_unqueried_macro_accuracy,transductive_unqueried_num_examples,effective_sample_size,squared_l2_norm,max_weight,source_total_mass,query_total_mass,solver_runtime_seconds,classifier_status,classifier_fit_seconds,classifier_iterations,classifier_closure_evaluations
complete,clipart_to_art,clipart,art,0,random_regularized_wasserstein,1e-05,1000.0,3.057367419824004,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_0/random_regularized_wasserstein/lambda_1000/run_record.json,1.5029251678963607,0.6275720164609053,0.5685286935286936,486,1.4055006843787035,0.6485372888339513,0.5861631886206365,2427,1.4826374854705973,0.6253842775581906,0.5618883843550657,2277,4226.269687581097,0.0002366152834350591,0.0006740024072484249,0.9311919980780188,0.06880800192198125,1.1019717510789633,converged_objective,1.2659807279706001,129,267
complete,clipart_to_art,clipart,art,0,random_regularized_wasserstein,1e-05,10000.0,2.974178345873952,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_0/random_regularized_wasserstein/lambda_10000/run_record.json,1.5446133271740903,0.6316872427983539,0.5778663003663003,486,1.4531068997479781,0.6440049443757726,0.5857101685334669,2427,1.5244393362040287,0.6209925340360123,0.5618656877406786,2277,4509.500635295645,0.00022175404349054705,0.00027159782053882677,0.9613972654271752,0.03860273457282479,1.0742873940616846,converged_objective,1.220155980437994,127,262
complete,clipart_to_art,clipart,art,0,random_uniform,1e-05,,2.0444271713495255,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_0/random_uniform/run_record.json,1.5551241065691095,0.6255144032921811,0.5723107448107447,486,1.4658873809628983,0.6411207251751133,0.5829150650861896,2427,1.5347731867946157,0.6179183135704874,0.5588784684158509,2277,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.481788396835327e-05,converged_objective,1.276119815185666,128,263
complete,clipart_to_art,clipart,art,0,source_only_uniform,1e-05,,7.459677886217833,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_0/source_only_uniform/run_record.json,1.828599160472443,0.5576131687242798,0.5183730158730159,486,1.8042196268927362,0.5455294602389782,0.5039032282098398,2427,1.8042196268927362,0.5455294602389782,0.5039032282098398,2427,4364.999999999989,0.00022909507445589977,0.0002290950744558992,1.0,0.0,2.409517765045166e-05,converged_objective,1.2446103114634752,127,263
complete,clipart_to_art,clipart,art,0,wasserstein_hard_voronoi,1e-05,,1.4762457218021154,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_0/wasserstein_hard_voronoi/run_record.json,1.5616513400643575,0.602880658436214,0.512094017094017,486,1.4571955978772049,0.6402966625463535,0.5497489320597413,2427,1.5502544766933979,0.616600790513834,0.5299824326034465,2277,259.4505199366435,0.00385429946428396,0.014425553838227717,0.40752189592993304,0.592478104070067,0.01231657899916172,converged_objective,0.7558463159948587,89,186
complete,clipart_to_art,clipart,art,0,wasserstein_uniform,1e-05,,2.0987272784113884,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_0/wasserstein_uniform/run_record.json,1.5561593934439293,0.6131687242798354,0.5523321123321123,486,1.4595397959405856,0.6394725999175938,0.5718126089156722,2427,1.532404277141874,0.6170399648660518,0.5518654116573707,2277,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.401508390903473e-05,converged_objective,1.2657594569027424,127,266
complete,clipart_to_art,clipart,art,1,random_regularized_wasserstein,1e-05,10.0,1.6946572121232748,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_1/random_regularized_wasserstein/lambda_10/run_record.json,1.5103669301048948,0.6069958847736625,0.5309340659340659,486,1.3297504503430584,0.6637824474660075,0.5991246976162524,2427,1.410915521608227,0.6416337285902504,0.5726911052098395,2277,705.6810166510838,0.0014170708527000647,0.006587756766487371,0.6961570913324986,0.3038429086675014,0.03515864722430706,converged_objective,0.945552434772253,105,218
complete,clipart_to_art,clipart,art,1,random_uniform,1e-05,,2.056794948875904,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_1/random_uniform/run_record.json,1.624743463404581,0.588477366255144,0.5250854700854701,486,1.4766504091915282,0.6407086938607334,0.5882906401683468,2427,1.5456168086368347,0.6183574879227053,0.5618827382163322,2277,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.5628134608268738e-05,converged_objective,1.2642745412886143,129,264
complete,clipart_to_art,clipart,art,1,source_only_uniform,1e-05,,7.4887707475572824,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_1/source_only_uniform/run_record.json,1.8707262561196771,0.5267489711934157,0.47767094017094014,486,1.8042196268927362,0.5455294602389782,0.5039032282098398,2427,1.8042196268927362,0.5455294602389782,0.5039032282098398,2427,4364.999999999989,0.00022909507445589977,0.0002290950744558992,1.0,0.0,2.529844641685486e-05,converged_objective,1.2394577004015446,127,263
complete,clipart_to_art,clipart,art,1,wasserstein_hard_voronoi,1e-05,,1.456835225224495,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_1/wasserstein_hard_voronoi/run_record.json,1.5463230387768974,0.6069958847736625,0.5153632478632479,486,1.4144962908531864,0.6505974454058508,0.5623091245237248,2427,1.5046290587789546,0.6275801493192797,0.5431129475704882,2277,277.61262987252235,0.0036021415900969367,0.01287995878413189,0.4250386398763524,0.5749613601236476,0.012392103672027588,converged_objective,0.7357055861502886,88,184
complete,clipart_to_art,clipart,art,1,wasserstein_uniform,1e-05,,2.1233223117887974,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_1/wasserstein_uniform/run_record.json,1.586346805010497,0.5925925925925926,0.5103937728937729,486,1.4500602550647728,0.6378244746600742,0.5687594938991472,2427,1.5229147149763456,0.6152832674571805,0.5495275327974151,2277,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.5840476155281067e-05,converged_objective,1.265109607949853,128,262
complete,clipart_to_art,clipart,art,2,random_regularized_wasserstein,1e-05,10.0,1.7666817791759968,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_2/random_regularized_wasserstein/lambda_10/run_record.json,1.3994390236100398,0.6275720164609053,0.5480860805860805,486,1.36961807786205,0.6534816646065101,0.5875708649643601,2427,1.4536644189600387,0.6306543697848046,0.5635879051975411,2277,722.0566073195534,0.0013849329676688907,0.005991724091215704,0.6991348353346536,0.30086516466534635,0.03877381980419159,converged_objective,1.0399752352386713,114,235
complete,clipart_to_art,clipart,art,2,random_uniform,1e-05,,1.9809483475983143,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_2/random_uniform/run_record.json,1.4646929201611687,0.6255144032921811,0.55997557997558,486,1.4832145170594093,0.6279357231149567,0.5737048408603919,2427,1.5524315342099295,0.6051822573561704,0.5483565494407752,2277,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.773292362689972e-05,converged_objective,1.1986802499741316,125,261
complete,clipart_to_art,clipart,art,2,source_only_uniform,1e-05,,7.537013340741396,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_2/source_only_uniform/run_record.json,1.7165812796116782,0.5679012345679012,0.5142002442002442,486,1.8042196268927362,0.5455294602389782,0.5039032282098398,2427,1.8042196268927362,0.5455294602389782,0.5039032282098398,2427,4364.999999999989,0.00022909507445589977,0.0002290950744558992,1.0,0.0,2.3527070879936218e-05,converged_objective,1.22451938316226,127,263
complete,clipart_to_art,clipart,art,2,wasserstein_hard_voronoi,1e-05,,1.5169478617608547,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_2/wasserstein_hard_voronoi/run_record.json,1.52701189903385,0.6111111111111112,0.49607142857142855,486,1.4585232381932312,0.6320560362587556,0.5362506494763306,2427,1.551691553563438,0.6078173034694774,0.5186390894379707,2277,278.39215251607186,0.0035920552751294564,0.01545595054095827,0.41576506955177744,0.5842349304482226,0.012333251535892487,converged_objective,0.7917921599000692,93,194
complete,clipart_to_art,clipart,art,2,wasserstein_uniform,1e-05,,2.1712469160556793,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_2/wasserstein_uniform/run_record.json,1.4675214277897246,0.6255144032921811,0.549386446886447,486,1.4625112925316417,0.6431808817470128,0.5724209126609914,2427,1.535238063720217,0.6209925340360123,0.5564421488800236,2277,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.9165297746658325e-05,converged_objective,1.288685467094183,131,271
complete,clipart_to_art,clipart,art,3,random_regularized_wasserstein,1e-05,10.0,1.7500454373657703,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_3/random_regularized_wasserstein/lambda_10/run_record.json,1.5659288112594725,0.5802469135802469,0.5211477411477411,486,1.3670409435867532,0.638236505974454,0.5831897530430723,2427,1.4512723215210566,0.6144049187527448,0.5557169061328618,2277,730.8631457618857,0.0013682452122518144,0.007224599537261281,0.7009176773059684,0.29908232269403145,0.03506591357290745,converged_objective,1.0301037207245827,113,232
complete,clipart_to_art,clipart,art,3,random_uniform,1e-05,,2.016948949545622,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_3/random_uniform/run_record.json,1.7355000687712498,0.5679012345679012,0.5255982905982906,486,1.5108362884748436,0.6180469715698393,0.5727214975967784,2427,1.5821143973418965,0.5955204216073782,0.5489772654167099,2277,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.6749446988105774e-05,converged_objective,1.2411672063171864,129,266
complete,clipart_to_art,clipart,art,3,source_only_uniform,1e-05,,7.10583121702075,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_3/source_only_uniform/run_record.json,1.9671133289442004,0.5102880658436214,0.4648809523809524,486,1.8042196268927362,0.5455294602389782,0.5039032282098398,2427,1.8042196268927362,0.5455294602389782,0.5039032282098398,2427,4364.999999999989,0.00022909507445589977,0.0002290950744558992,1.0,0.0,2.386420965194702e-05,converged_objective,1.139562826603651,127,263
complete,clipart_to_art,clipart,art,3,wasserstein_hard_voronoi,1e-05,,1.4455992821604013,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_3/wasserstein_hard_voronoi/run_record.json,1.6276128090073894,0.588477366255144,0.49900488400488396,486,1.445100271993813,0.6345282241450351,0.5383445604857426,2427,1.5372542578208308,0.6104523495827844,0.5201020895495162,2277,284.6174359749187,0.0035134881901196066,0.01339515713549717,0.4374034003091192,0.5625965996908812,0.012421628460288048,converged_objective,0.7354254312813282,90,187
complete,clipart_to_art,clipart,art,3,wasserstein_uniform,1e-05,,2.0523309633135796,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_3/wasserstein_uniform/run_record.json,1.6926924317914105,0.565843621399177,0.5022924297924298,486,1.4627423231506917,0.6341161928306551,0.56125406260924,2427,1.537330749968905,0.6104523495827844,0.5427053376658367,2277,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.4437904357910156e-05,converged_objective,1.1913974527269602,124,256
complete,clipart_to_art,clipart,art,4,random_regularized_wasserstein,1e-05,10.0,1.765186371281743,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_4/random_regularized_wasserstein/lambda_10/run_record.json,1.4837665666246889,0.6337448559670782,0.5587728937728937,486,1.3581390738329613,0.6563658838071693,0.5922124763094346,2427,1.4415231981926127,0.6337285902503293,0.5690460470768669,2277,739.128655991666,0.0013529444324659973,0.005822702549459401,0.6956515135871745,0.30434848641282564,0.03518044017255306,converged_objective,1.0375128891319036,112,230
complete,clipart_to_art,clipart,art,4,random_uniform,1e-05,,1.9854061994701624,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_4/random_uniform/run_record.json,1.625497526450517,0.6008230452674898,0.5499542124542125,486,1.5052504607771329,0.6201071281417387,0.5643498645259631,2427,1.576898197113427,0.5968379446640316,0.5410759240069897,2277,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.584792673587799e-05,converged_objective,1.206420872360468,125,258
complete,clipart_to_art,clipart,art,4,source_only_uniform,1e-05,,7.441722936928272,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_4/source_only_uniform/run_record.json,1.8474765076946513,0.5576131687242798,0.5212820512820514,486,1.8042196268927362,0.5455294602389782,0.5039032282098398,2427,1.8042196268927362,0.5455294602389782,0.5039032282098398,2427,4364.999999999989,0.00022909507445589977,0.0002290950744558992,1.0,0.0,2.1923333406448364e-05,converged_objective,1.239739928394556,127,263
complete,clipart_to_art,clipart,art,4,wasserstein_hard_voronoi,1e-05,,1.523494940251112,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_4/wasserstein_hard_voronoi/run_record.json,1.5637952092400957,0.6172839506172839,0.511013431013431,486,1.4631783680739363,0.6345282241450351,0.539723038550712,2427,1.5567496958412215,0.6104523495827844,0.5221199697357939,2277,267.0646487559367,0.0037444117170066698,0.0170015455950541,0.4080370942812984,0.5919629057187019,0.01229947805404663,converged_objective,0.7703439462929964,91,189
complete,clipart_to_art,clipart,art,4,wasserstein_uniform,1e-05,,2.063534004613757,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_art/seed_4/wasserstein_uniform/run_record.json,1.5915693021672705,0.6193415637860082,0.5593467643467643,486,1.4715034492329482,0.6341161928306551,0.5696510640654898,2427,1.5461643510736731,0.6108915239350022,0.5519478529778128,2277,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.5937333703041077e-05,converged_objective,1.22257711738348,133,278
complete,clipart_to_product,clipart,product,0,random_regularized_wasserstein,1e-05,10.0,1.8852421641349792,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_0/random_regularized_wasserstein/lambda_10/run_record.json,0.956308312582767,0.7635135135135135,0.7332226885733673,888,0.9334289698911252,0.7603063753097544,0.7379238421825451,4439,0.9630499241076411,0.7519235252972721,0.7291790307620716,4289,610.4134645905065,0.0016382338496921038,0.007044572277955837,0.664046015787194,0.3359539842128059,0.05505114607512951,converged_objective,0.9667621068656445,107,222
complete,clipart_to_product,clipart,product,0,random_regularized_wasserstein,1e-05,100.0,2.9700997043401003,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_0/random_regularized_wasserstein/lambda_100/run_record.json,1.0062776920685748,0.7331081081081081,0.7054693402704834,888,0.9906783450850366,0.7391304347826086,0.7198512776943482,4439,1.0202483648473277,0.7300069946374447,0.7105262419613058,4289,2189.5764912252284,0.0004567093243864829,0.0017802057438441783,0.8629211866272496,0.13707881337275035,0.9285367839038372,converged_objective,1.17454862780869,120,249
complete,clipart_to_product,clipart,product,0,random_regularized_wasserstein,1e-05,1000.0,3.1848852522671223,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_0/random_regularized_wasserstein/lambda_1000/run_record.json,1.0869953412303968,0.7128378378378378,0.6868007517739597,888,1.0702697316749028,0.7226852894796125,0.705867242481449,4439,1.0977009165636376,0.7134530193518303,0.6961304182671054,4289,4337.6791804980385,0.00023053802699285453,0.0005704991658535783,0.9473095156618487,0.052690484338151315,1.080125043168664,converged_objective,1.2344254460185766,128,262
complete,clipart_to_product,clipart,product,0,random_regularized_wasserstein,1e-05,10000.0,3.116217354312539,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_0/random_regularized_wasserstein/lambda_10000/run_record.json,1.1220350679524291,0.6993243243243243,0.6737418028374208,888,1.108169187021119,0.7114214913268754,0.6938871280447197,4439,1.133869929141257,0.702261599440429,0.6841139737809212,4289,4511.999391994305,0.00022163123553924053,0.00026016385644327984,0.9638115763201656,0.0361884236798344,0.875600503757596,converged_objective,1.2745244465768337,131,270
complete,clipart_to_product,clipart,product,0,random_uniform,1e-05,,2.1329253874719143,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_0/random_uniform/run_record.json,1.1300824844770305,0.6959459459459459,0.669566917893305,888,1.1172795381540797,0.7075917999549448,0.6900244786758336,4439,1.1424996148566962,0.6982979715551411,0.6800684504669305,4289,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.6047229766845703e-05,converged_objective,1.186041658744216,124,254
complete,clipart_to_product,clipart,product,0,source_only_uniform,1e-05,,2.078677712008357,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_0/source_only_uniform/run_record.json,1.3587270834245053,0.6407657657657657,0.6148356694111635,888,1.3897034219169704,0.6368551475557558,0.6184961833381856,4439,1.3897034219169704,0.6368551475557558,0.6184961833381856,4439,4364.999999999989,0.00022909507445589977,0.0002290950744558992,1.0,0.0,2.3456290364265442e-05,converged_objective,1.2364140711724758,127,263
complete,clipart_to_product,clipart,product,0,wasserstein_hard_voronoi,1e-05,,1.6362432688474655,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_0/wasserstein_hard_voronoi/run_record.json,0.9179774829086027,0.7781531531531531,0.7517014407756252,888,0.8569399087083004,0.792070286100473,0.774223420959776,4439,0.8856483962002543,0.7847983212870133,0.7674081674641743,4289,229.88826092505153,0.004349939383490405,0.016333427203604617,0.32216277105040836,0.6778372289495915,0.015390560030937195,converged_objective,0.7582882195711136,90,186
complete,clipart_to_product,clipart,product,0,wasserstein_uniform,1e-05,,2.270384579896927,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_0/wasserstein_uniform/run_record.json,1.0775183009934548,0.7195945945945946,0.6995641898785504,888,1.053255724239881,0.7325974318540212,0.7158033191663398,4439,1.0790465320138831,0.724411284681744,0.7075218514782865,4289,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.633035182952881e-05,converged_objective,1.2510603331029415,128,261
complete,clipart_to_product,clipart,product,1,random_regularized_wasserstein,1e-05,10.0,1.9378717597573996,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_1/random_regularized_wasserstein/lambda_10/run_record.json,0.9701592643868213,0.7477477477477478,0.7269184307264803,888,0.9919403088324316,0.7479161973417436,0.7301026286033525,4439,1.0240911046165984,0.7391000233154581,0.7231965108114065,4289,601.5486525405616,0.0016623759288240969,0.006944805427226164,0.6467218854026349,0.35327811459736513,0.055284420028328896,converged_objective,0.9819056186825037,108,224
complete,clipart_to_product,clipart,product,1,random_uniform,1e-05,,2.2586398273706436,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_1/random_uniform/run_record.json,1.1280875720346115,0.7117117117117117,0.6921982622310081,888,1.160455145904221,0.7071412480288354,0.6899032801586167,4439,1.1891187156855585,0.6975985078106784,0.6822852027049431,4289,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.61794775724411e-05,converged_objective,1.27598300203681,131,267
complete,clipart_to_product,clipart,product,1,source_only_uniform,1e-05,,2.116503106430173,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_1/source_only_uniform/run_record.json,1.3302969476274447,0.6362612612612613,0.6165652059829246,888,1.3897034219169704,0.6368551475557558,0.6184961833381856,4439,1.3897034219169704,0.6368551475557558,0.6184961833381856,4439,4364.999999999989,0.00022909507445589977,0.0002290950744558992,1.0,0.0,2.3733824491500854e-05,converged_objective,1.2272935435175896,127,263
complete,clipart_to_product,clipart,product,1,wasserstein_hard_voronoi,1e-05,,1.5900314208120108,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_1/wasserstein_hard_voronoi/run_record.json,0.8545443785577963,0.7781531531531531,0.7454768432858454,888,0.8432196874437334,0.7884658706915972,0.7648139418801118,4439,0.8713753148953028,0.7810678479832128,0.7574895157303547,4289,226.37202664129404,0.00441750694569955,0.017178259645170373,0.3280765981413686,0.6719234018586313,0.015459209680557251,converged_objective,0.6843189131468534,84,176
complete,clipart_to_product,clipart,product,1,wasserstein_uniform,1e-05,,2.2345602847635746,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_1/wasserstein_uniform/run_record.json,1.0547609861129827,0.7218468468468469,0.6951760148771342,888,1.0603016039801065,0.7292182924082,0.7066639187181406,4439,1.0862368908469109,0.7206808113779436,0.6979226899751751,4289,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.7472153306007385e-05,converged_objective,1.1806916948407888,122,254
complete,clipart_to_product,clipart,product,2,random_regularized_wasserstein,1e-05,10.0,1.8724427241832018,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_2/random_regularized_wasserstein/lambda_10/run_record.json,1.0903798419036792,0.722972972972973,0.699151637439325,888,0.985517452758781,0.7413831944131561,0.7174267432061305,4439,1.0166669158295556,0.7323385404523199,0.7089802580056931,4289,620.1556946920575,0.0016124982944751586,0.006653960495947005,0.6584808948710449,0.3415191051289551,0.05518799461424351,converged_objective,0.9417889043688774,106,222
complete,clipart_to_product,clipart,product,2,random_uniform,1e-05,,2.107611395418644,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_2/random_uniform/run_record.json,1.258258387950424,0.670045045045045,0.6511696028694124,888,1.1442982511104212,0.6997071412480288,0.6795554420299948,4439,1.1706892330309395,0.6910701795290277,0.6711994277310807,4289,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.8312206268310547e-05,converged_objective,1.1523399949073792,123,253
complete,clipart_to_product,clipart,product,2,source_only_uniform,1e-05,,2.043342126533389,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_2/source_only_uniform/run_record.json,1.472274130447951,0.6126126126126126,0.5936818958210957,888,1.3897034219169704,0.6368551475557558,0.6184961833381856,4439,1.3897034219169704,0.6368551475557558,0.6184961833381856,4439,4364.999999999989,0.00022909507445589977,0.0002290950744558992,1.0,0.0,2.3074448108673096e-05,converged_objective,1.196917587891221,127,263
complete,clipart_to_product,clipart,product,2,wasserstein_hard_voronoi,1e-05,,1.5735423248261213,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_2/wasserstein_hard_voronoi/run_record.json,0.9216946581670413,0.7556306306306306,0.7258343027008186,888,0.8351013780865266,0.7931966659157468,0.7670029617149537,4439,0.8629423693201798,0.7859640941944509,0.7597080517768948,4289,229.186299278431,0.004363262564771084,0.01633342720360462,0.32047310616727687,0.6795268938327232,0.015357056632637978,converged_objective,0.6821990199387074,85,176
complete,clipart_to_product,clipart,product,2,wasserstein_uniform,1e-05,,2.2767154686152935,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_2/wasserstein_uniform/run_record.json,1.1719413357823023,0.6835585585585585,0.66454286703215,888,1.0573109877437303,0.7258391529623789,0.7061365199425693,4439,1.0826714870970142,0.7174166472371182,0.6975087544872303,4289,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.4616718292236328e-05,converged_objective,1.2450507152825594,129,266
complete,clipart_to_product,clipart,product,3,random_regularized_wasserstein,1e-05,10.0,1.9473164230585098,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_3/random_regularized_wasserstein/lambda_10/run_record.json,0.9480605688237915,0.7601351351351351,0.7377820953886683,888,0.9315787787271076,0.7630096868664114,0.7394874622937513,4439,0.9606001091968861,0.7547213802751224,0.7311450111447154,4289,597.4793619748573,0.0016736979779430128,0.0079224295600094,0.6580807026764142,0.34191929732358584,0.05520000867545605,converged_objective,0.9348062444478273,109,226
complete,clipart_to_product,clipart,product,3,random_uniform,1e-05,,2.224386064335704,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_3/random_uniform/run_record.json,1.1354667094234088,0.7162162162162162,0.6965317566585725,888,1.10350304517882,0.7172786663662987,0.6944864141693391,4439,1.1267423294718208,0.7087899277220797,0.6855484418052884,4289,4514.999999999984,0.00022148394241417577,0.00022148394241417493,0.9667774086378734,0.03322259136212624,2.682209014892578e-05,converged_objective,1.2449104692786932,129,266
complete,clipart_to_product,clipart,product,3,source_only_uniform,1e-05,,2.0821897871792316,,,/home/bgg7950/astro-active-learning/results/domain_adaptation/officehome_frozen/campaigns/round1_150q/runs/clipart_to_product/seed_3/source_only_uniform/run_record.json,1.4061585087530113,0.6509009009009009,0.6362876281851038,888,1.3897034219169704,0.6368551475557558,0.6184961833381856,4439,1.3897034219169704,0.6368551475557558,0.6184961833381856,4439,4364.999999999989,0.00022909507445589977,0.0002290950744558992,1.0,0.0,2.5328248739242554e-05,converged_objective,1.2152502164244652,127,263
