iteration,closure_evaluations,objective,weighted_cross_entropy,l2_penalty,gradient_inf_norm,relative_objective_change
0,0,4.174387454986572,4.174387454986572,0.0,0.02380826137959957,
1,5,3.98877215385437,3.98872709274292,4.504326716414653e-05,0.00939121376723051,0.04446527859086794
2,7,3.8497705459594727,3.8495821952819824,0.00018833276408258826,0.009852015413343906,0.03484821958571375
3,9,3.4442496299743652,3.442300796508789,0.0019488955149427056,0.07959981262683868,0.10533638593362972
4,11,3.003051519393921,2.9918012619018555,0.011250144802033901,0.026365408673882484,0.12809701908387172
5,13,2.7507121562957764,2.7338929176330566,0.01681932434439659,0.025153255090117455,0.08402765036447724
6,15,2.1947429180145264,2.1509251594543457,0.04381771758198738,0.05483509972691536,0.20211829035210335
7,17,1.838197946548462,1.7734136581420898,0.06478428095579147,0.05536813288927078,0.16245409361594512
8,19,1.5056798458099365,1.4158685207366943,0.08981133252382278,0.026328785344958305,0.18089352202948886
9,21,1.2735211849212646,1.1564793586730957,0.11704178154468536,0.018345864489674568,0.15418859562657486
10,23,1.104292631149292,0.9554910063743591,0.14880163967609406,0.018066609278321266,0.13288240178151037
11,25,1.0244088172912598,0.8602960705757141,0.16411273181438446,0.006582912988960743,0.0723393524548771
12,27,0.9844570755958557,0.8089640140533447,0.1754930466413498,0.006490785162895918,0.038999802638407965
13,29,0.9414381980895996,0.7462387084960938,0.19519950449466705,0.007057562004774809,0.043018877506256104
14,32,0.9273312091827393,0.7236102223396301,0.20372097194194794,0.003960305824875832,0.014106988906860352
15,34,0.9129945039749146,0.7079442739486694,0.20505023002624512,0.0029243400786072016,0.014336705207824707
16,36,0.8838551044464111,0.6722029447555542,0.21165215969085693,0.0057934424839913845,0.029139399528503418
17,38,0.8486089110374451,0.6317394375801086,0.21686948835849762,0.004569544922560453,0.035246193408966064
18,40,0.7876734137535095,0.551554799079895,0.2361186295747757,0.006019004620611668,0.06093549728393555
19,43,0.7508758306503296,0.49499988555908203,0.25587597489356995,0.016608212143182755,0.03679758310317993
20,45,0.6982460021972656,0.43145257234573364,0.2667934000492096,0.005830157548189163,0.052629828453063965
21,47,0.6618072390556335,0.3939385414123535,0.26786869764328003,0.004262933973222971,0.03643876314163208
22,49,0.6371490359306335,0.3761165142059326,0.2610325217247009,0.0036580904852598906,0.024658203125
23,51,0.6219853758811951,0.3704218864440918,0.25156348943710327,0.0033182960469275713,0.015163660049438477
24,53,0.6073393821716309,0.36385029554367065,0.243489071726799,0.0017052559414878488,0.014645993709564209
25,55,0.597604513168335,0.35728591680526733,0.24031861126422882,0.0032161592971533537,0.009734869003295898
26,57,0.5876070261001587,0.3455774784088135,0.24202951788902283,0.001645561889745295,0.00999748706817627
27,59,0.5736970901489258,0.33032676577568054,0.24337032437324524,0.002619582461193204,0.01390993595123291
28,61,0.5470991134643555,0.29494041204452515,0.25215867161750793,0.003095441497862339,0.026597976684570312
29,63,0.5300873517990112,0.25458523631095886,0.27550208568573,0.005474317353218794,0.01701176166534424
30,65,0.5168391466140747,0.2417455017566681,0.27509361505508423,0.001863815006799996,0.013248205184936523
31,67,0.511667013168335,0.2411564737558365,0.27051055431365967,0.0012027983320876956,0.005172133445739746
32,69,0.508815586566925,0.2404361069202423,0.26837947964668274,0.0008705112850293517,0.002851426601409912
33,71,0.5046887397766113,0.23776161670684814,0.2669270932674408,0.0016550783766433597,0.004126846790313721
34,73,0.5008143782615662,0.233110710978508,0.26770368218421936,0.0019192509353160858,0.003874361515045166
35,75,0.494640052318573,0.22354333102703094,0.27109673619270325,0.00231655640527606,0.006174325942993164
36,77,0.48529714345932007,0.20998504757881165,0.2753120958805084,0.002139797667041421,0.00934290885925293
37,79,0.4800148010253906,0.20558248460292816,0.27443233132362366,0.0022347585763782263,0.005282342433929443
38,81,0.4760811924934387,0.19971154630184174,0.2763696312904358,0.0008283643983304501,0.003933608531951904
39,83,0.475013792514801,0.19791848957538605,0.2770952880382538,0.0005451614269986749,0.0010673999786376953
40,85,0.47412288188934326,0.19687393307685852,0.27724894881248474,0.00044881724170409143,0.0008909106254577637
41,87,0.47279027104377747,0.19504889845848083,0.27774137258529663,0.000848789990413934,0.001332610845565796
42,89,0.4706017076969147,0.1920456886291504,0.2785560190677643,0.0014184031169861555,0.002188563346862793
43,91,0.4684635400772095,0.1889406442642212,0.2795228958129883,0.0017134088557213545,0.0021381676197052
44,93,0.46676838397979736,0.1863456517457962,0.28042271733283997,0.000837549043353647,0.0016951560974121094
45,95,0.46602770686149597,0.18589547276496887,0.2801322340965271,0.0006494289846159518,0.0007406771183013916
46,97,0.46555954217910767,0.18573817610740662,0.27982136607170105,0.000650979345664382,0.00046816468238830566
47,99,0.46491044759750366,0.18541952967643738,0.2794909179210663,0.000914926640689373,0.0006490945816040039
48,101,0.46370646357536316,0.1846383512020111,0.27906811237335205,0.0012724328553304076,0.001203984022140503
49,103,0.4624442756175995,0.183081716299057,0.2793625593185425,0.0015440229326486588,0.0012621879577636719
