iteration,closure_evaluations,objective,weighted_cross_entropy,l2_penalty,gradient_inf_norm,relative_objective_change
0,0,4.1743879318237305,4.1743879318237305,0.0,0.007615453097969294,
1,5,3.9443228244781494,3.944211006164551,0.0001118412910727784,0.008568113669753075,0.05511349474534076
2,7,3.5772504806518555,3.576422929763794,0.000827444193419069,0.010162986814975739,0.09306346365674548
3,9,2.2975149154663086,2.275024652481079,0.022490162402391434,0.10890981554985046,0.3577427893593714
4,11,2.2868752479553223,2.2146878242492676,0.0721874088048935,0.05876504257321358,0.004630946001422096
5,13,1.933423399925232,1.8684241771697998,0.06499923020601273,0.022740883752703667,0.15455668093224978
6,15,1.5840120315551758,1.534759283065796,0.0492527037858963,0.027728768065571785,0.18072159899563042
7,17,1.3676693439483643,1.3292362689971924,0.038433101028203964,0.035273097455501556,0.13657894213998314
8,19,1.0770177841186523,1.022964358329773,0.05405336618423462,0.014241952449083328,0.2125159572493023
9,21,0.8510640859603882,0.7784152030944824,0.07264889031648636,0.0083664171397686,0.2097956983534558
10,23,0.7438360452651978,0.6313336491584778,0.11250239610671997,0.01729089394211769,0.10722804069519043
11,25,0.6720046401023865,0.5495225191116333,0.12248214334249496,0.008189058862626553,0.07183140516281128
12,27,0.6403539776802063,0.5092213153839111,0.13113264739513397,0.006189720705151558,0.031650662422180176
13,29,0.6193012595176697,0.46940088272094727,0.1499003916978836,0.007691066712141037,0.02105271816253662
14,31,0.6092935800552368,0.45819950103759766,0.15109406411647797,0.0028002248145639896,0.010007679462432861
15,33,0.6025980710983276,0.44597113132476807,0.15662695467472076,0.00136601272970438,0.00669550895690918
16,35,0.5859460234642029,0.4123348891735077,0.1736111342906952,0.003532557049766183,0.016652047634124756
17,37,0.5708898305892944,0.38235145807266235,0.18853837251663208,0.01008594036102295,0.015056192874908447
18,39,0.5520093441009521,0.35623061656951904,0.1957787275314331,0.004308844450861216,0.018880486488342285
19,41,0.5147871375083923,0.31434690952301025,0.2004402130842209,0.0040105609223246574,0.037222206592559814
20,43,0.4861362874507904,0.29202863574028015,0.19410765171051025,0.006656310986727476,0.02865085005760193
21,45,0.47546273469924927,0.2948562502861023,0.18060649931430817,0.012289593927562237,0.010673552751541138
22,47,0.4566609859466553,0.2803732752799988,0.1762877106666565,0.0027922270819544792,0.018801748752593994
23,49,0.4508206844329834,0.27589693665504456,0.17492376267910004,0.0013682260178029537,0.005840301513671875
24,51,0.4442155957221985,0.2729122042655945,0.1713033765554428,0.003796722972765565,0.006605088710784912
25,53,0.43531280755996704,0.26507896184921265,0.1702338457107544,0.004609627649188042,0.008902788162231445
26,55,0.4198572039604187,0.24615252017974854,0.17370468378067017,0.003849392756819725,0.01545560359954834
27,58,0.41445648670196533,0.2364640086889267,0.17799249291419983,0.00355941872112453,0.005400717258453369
28,60,0.40567177534103394,0.22020402550697327,0.18546776473522186,0.0017145558958873153,0.008784711360931396
29,62,0.40043485164642334,0.20977503061294556,0.19065982103347778,0.0006892015808261931,0.005236923694610596
30,64,0.3971671164035797,0.20369066298007965,0.19347645342350006,0.0012030259240418673,0.003267735242843628
31,66,0.39415502548217773,0.19871732592582703,0.1954377144575119,0.0015594542492181063,0.0030120909214019775
32,68,0.3901662230491638,0.19482159614562988,0.19534464180469513,0.0012847213074564934,0.003988802433013916
33,70,0.38124752044677734,0.1853007674217224,0.19594673812389374,0.001966082723811269,0.008918702602386475
34,72,0.3775394856929779,0.18058249354362488,0.19695699214935303,0.0030103547032922506,0.0037080347537994385
35,74,0.373212993144989,0.17436306178569794,0.19884993135929108,0.001725086709484458,0.004326492547988892
36,76,0.37182849645614624,0.17189551889896393,0.1999329775571823,0.0006718370132148266,0.0013844966888427734
37,78,0.3706919550895691,0.17025421559810638,0.2004377543926239,0.0006981995538808405,0.0011365413665771484
38,80,0.3698381781578064,0.1694604605436325,0.20037773251533508,0.0008384640677832067,0.0008537769317626953
39,82,0.3683052659034729,0.16875126957893372,0.19955399632453918,0.0011141168652102351,0.001532912254333496
40,84,0.3663835823535919,0.1676228642463684,0.1987607181072235,0.001088639022782445,0.0019216835498809814
41,86,0.36407023668289185,0.165910005569458,0.19816021621227264,0.0013540375512093306,0.0023133456707000732
42,88,0.36203402280807495,0.16266632080078125,0.1993676871061325,0.001447418238967657,0.0020362138748168945
43,90,0.36045390367507935,0.1591968685388565,0.20125702023506165,0.0007939342758618295,0.0015801191329956055
44,92,0.359336256980896,0.1560884714126587,0.2032478004693985,0.0003769141039811075,0.0011176466941833496
45,94,0.3590403199195862,0.15448704361915588,0.2045532763004303,0.00027808579034172,0.00029593706130981445
46,96,0.35862821340560913,0.1527998447418213,0.20582835376262665,0.00028280896367505193,0.0004121065139770508
47,98,0.35810965299606323,0.15136286616325378,0.20674678683280945,0.0005546277388930321,0.0005185604095458984
48,100,0.3572867512702942,0.14984597265720367,0.2074407935142517,0.0006418585544452071,0.000822901725769043
49,102,0.35665249824523926,0.15016205608844757,0.2064904272556305,0.0006987948436290026,0.0006342530250549316
50,104,0.35608798265457153,0.150113046169281,0.20597492158412933,0.0002697205636650324,0.0005645155906677246
51,106,0.35584303736686707,0.15071284770965576,0.2051301896572113,0.0001532958704046905,0.0002449452877044678
52,108,0.3556927442550659,0.15079066157341003,0.20490209758281708,0.00023092089395504445,0.00015029311180114746
53,110,0.3552231788635254,0.15036508440971375,0.20485809445381165,0.0004050627176184207,0.00046956539154052734
54,112,0.3549075722694397,0.14917048811912537,0.20573709905147552,0.0006791027262806892,0.00031560659408569336
55,114,0.3546130061149597,0.1479732245206833,0.20663976669311523,0.0005142066511325538,0.00029456615447998047
56,116,0.35448524355888367,0.1472596675157547,0.20722557604312897,0.000326651381328702,0.0001277625560760498
57,118,0.35440337657928467,0.14701145887374878,0.2073919028043747,0.00016574148321524262,8.186697959899902e-05
58,120,0.35429590940475464,0.14703762531280518,0.20725826919078827,0.00020769583352375776,0.0001074671745300293
59,122,0.3541730046272278,0.14734689891338348,0.2068261057138443,0.00039468597969971597,0.00012290477752685547
60,124,0.35406237840652466,0.14755035936832428,0.20651200413703918,0.0005282600177451968,0.000110626220703125
61,126,0.3539620637893677,0.14775346219539642,0.20620858669281006,0.0005213006515987217,0.00010031461715698242
62,128,0.3538663983345032,0.14730417728424072,0.20656220614910126,0.00031796738039702177,9.566545486450195e-05
63,130,0.353780061006546,0.14675351977348328,0.20702654123306274,0.00016006956866476685,8.633732795715332e-05
64,132,0.35373055934906006,0.14618685841560364,0.20754368603229523,0.0001583017292432487,4.9501657485961914e-05
65,134,0.35370293259620667,0.14596903324127197,0.2077338993549347,0.00019291315402369946,2.7626752853393555e-05
66,136,0.3536635637283325,0.14581573009490967,0.20784783363342285,0.00018138994346372783,3.936886787414551e-05
67,138,0.3536088466644287,0.14574995636940002,0.2078588753938675,0.00018406663730274886,5.4717063903808594e-05
68,140,0.3535449504852295,0.14588071405887604,0.20766423642635345,0.0001853681169450283,6.389617919921875e-05
69,142,0.35350993275642395,0.14582030475139618,0.20768962800502777,0.00024126503558363765,3.501772880554199e-05
70,144,0.3534795045852661,0.14593760669231415,0.20754191279411316,5.742949360865168e-05,3.0428171157836914e-05
71,146,0.3534690737724304,0.1459663063287735,0.20750275254249573,3.881560041918419e-05,1.043081283569336e-05
72,148,0.3534614145755768,0.14595907926559448,0.2075023353099823,6.572042912011966e-05,7.659196853637695e-06
73,150,0.3534454107284546,0.14591862261295319,0.2075267881155014,0.00010422658669995144,1.6003847122192383e-05
74,152,0.3534223437309265,0.1458449810743332,0.20757736265659332,0.00013082493387628347,2.3066997528076172e-05
75,154,0.3533952236175537,0.14578500390052795,0.20761023461818695,0.00010546803241595626,2.7120113372802734e-05
76,156,0.353390634059906,0.14574827253818512,0.2076423615217209,0.00018944108160212636,4.589557647705078e-06
77,158,0.35337287187576294,0.14575710892677307,0.20761576294898987,3.193675365764648e-05,1.7762184143066406e-05
78,160,0.3533691167831421,0.14577247202396393,0.20759662985801697,2.5159901269944385e-05,3.7550926208496094e-06
79,162,0.3533632159233093,0.14578397572040558,0.20757924020290375,5.3801126341568306e-05,5.900859832763672e-06
80,164,0.35335516929626465,0.1457800418138504,0.20757511258125305,6.594700244022533e-05,8.046627044677734e-06
81,166,0.35334354639053345,0.14575320482254028,0.20759034156799316,7.384033233392984e-05,1.1622905731201172e-05
82,168,0.35334208607673645,0.14575451612472534,0.2075875699520111,0.00015075813280418515,1.4603137969970703e-06
83,170,0.35333144664764404,0.14570465683937073,0.20762678980827332,3.296201248303987e-05,1.0639429092407227e-05
84,172,0.3533293604850769,0.14570198953151703,0.20762735605239868,1.0633049896568991e-05,2.086162567138672e-06
85,174,0.3533273935317993,0.14570435881614685,0.20762301981449127,2.4432523787254468e-05,1.9669532775878906e-06
