rho,mean_validation_cross_entropy,std_validation_cross_entropy,mean_validation_top1_accuracy,mean_validation_macro_accuracy
1e-05,1.1806968479623927,0.016205625096859726,0.6971363115693011,0.6886563243853295
0.0001,1.6699545746157496,0.014188731895173627,0.6575028636884307,0.6379611957660857
0.001,3.078452287884217,0.0010080015859847242,0.44306987399770903,0.3575416141807101
0.01,3.9725524663832865,0.00014068824003918556,0.28499427262313864,0.19496023681921118
0.1,4.136687213959415,4.6138538408970414e-05,0.2646048109965636,0.17959110334110331
