rho,fold,train_examples,validation_examples,validation_cross_entropy,validation_top1_accuracy,validation_macro_accuracy,optimization_status,accepted_iterations,closure_evaluations,final_gradient_inf_norm
1e-05,0,2910,1455,1.1737966344678736,0.7024054982817869,0.6961809432025652,converged_objective,124,258,2.721738928812556e-05
1e-05,1,2910,1455,1.1992105723056188,0.6948453608247422,0.6868089684587758,converged_objective,128,265,3.186177491443232e-05
1e-05,2,2910,1455,1.1690833371136857,0.6941580756013745,0.6829790614946476,converged_objective,123,252,1.7522626876598224e-05
0.0001,0,2910,1455,1.6605049641331073,0.668041237113402,0.6510549334179913,converged_objective,57,120,4.646776505978778e-05
0.0001,1,2910,1455,1.6862702710690471,0.6515463917525773,0.6337470442898927,converged_objective,59,123,3.770623879972845e-05
0.0001,2,2910,1455,1.6630884886450945,0.6529209621993127,0.6290816095903728,converged_objective,56,118,3.438038402236998e-05
0.001,0,2910,1455,3.0784404804593364,0.44123711340206184,0.3517767284502073,converged_objective,21,46,3.5747776564676315e-05
0.001,1,2910,1455,3.0794661413155846,0.43711340206185567,0.354083088100088,converged_objective,21,46,3.587402170524001e-05
0.001,2,2910,1455,3.0774502418777296,0.45085910652920963,0.3667650259918351,converged_objective,21,48,2.5821966119110584e-05
0.01,0,2910,1455,3.97248670429586,0.2838487972508591,0.19408642639411872,converged_objective,9,20,4.257191903889179e-06
0.01,1,2910,1455,3.97245670182164,0.27422680412371137,0.18754328292789832,converged_objective,9,23,4.4478802010416985e-06
0.01,2,2910,1455,3.972713993032359,0.29690721649484536,0.20325100113561653,converged_objective,9,20,4.184315912425518e-06
0.1,0,2910,1455,4.136661346374072,0.2639175257731959,0.17911421911421913,converged_gradient,4,10,4.5634806156158447e-07
0.1,1,2910,1455,4.136659812708416,0.2536082474226804,0.17202797202797201,converged_gradient,4,10,4.007597453892231e-08
0.1,2,2910,1455,4.136740482795758,0.27628865979381445,0.18763111888111886,converged_gradient,4,10,4.6589411795139313e-07
