feature,importance
bp_1,0.003915741108357906
bp_2,0.17177757620811462
bp_3,0.1196337416768074
bp_4,0.10867935419082642
bp_5,0.08955755084753036
bp_6,0.01707766391336918
bp_7,0.0197322815656662
bp_8,0.002157338662073016
bp_9,0.003601987147703767
bp_10,0.0
bp_11,0.0
bp_12,0.001615948393009603
bp_13,0.005906695034354925
bp_14,0.0014966401504352689
bp_15,0.004710961598902941
bp_16,0.008492223918437958
bp_17,0.006133375223726034
bp_18,0.004576966166496277
bp_19,0.008589917793869972
bp_20,8.979838457889855e-05
bp_21,0.0032417336478829384
bp_22,0.014469314366579056
bp_23,0.006106133572757244
bp_24,0.0023772886488586664
bp_25,0.003329589031636715
bp_26,0.0026132783386856318
bp_27,0.0034673847258090973
bp_28,0.05517991632223129
bp_29,0.0031772092916071415
bp_30,0.002062736777588725
bp_31,0.0038208409678190947
bp_32,0.009155144914984703
bp_33,0.002713739173486829
bp_34,0.0
bp_35,0.003107623662799597
bp_36,0.0
bp_37,0.00121752277482301
bp_38,0.002483025658875704
bp_39,0.0035781862679868937
bp_40,0.0
bp_41,0.00202946993522346
bp_42,0.0048537664115428925
bp_43,0.0
bp_44,0.0
bp_45,0.001121570123359561
bp_46,0.0
bp_47,0.0020595116075128317
bp_48,0.001507372478954494
bp_49,0.0015339413657784462
bp_50,0.0
bp_51,0.0
bp_52,0.002247076015919447
bp_53,0.0014970737975090742
bp_54,0.001090301084332168
bp_55,0.0023470635060220957
rp_1,0.004046962130814791
rp_2,0.007689664606004953
rp_3,0.03803655132651329
rp_4,0.011191155761480331
rp_5,0.0
rp_6,0.0026935364585369825
rp_7,0.016850627958774567
rp_8,0.0028568969573825598
rp_9,0.0013400703901425004
rp_10,0.008714071474969387
rp_11,0.030025910586118698
rp_12,0.009038222953677177
rp_13,0.040506817400455475
rp_14,0.002243152353912592
rp_15,0.008801349438726902
rp_16,0.008606502786278725
rp_17,0.004599166102707386
rp_18,0.002652867930009961
rp_19,0.0
rp_20,0.004882500972598791
rp_21,0.003402854548767209
rp_22,0.0028060281183570623
rp_23,0.002399969846010208
rp_24,0.005572209134697914
rp_25,0.0
rp_26,0.0019156268099322915
rp_27,0.003833540016785264
rp_28,0.0028512547723948956
rp_29,0.002991636283695698
rp_30,0.0023719514720141888
rp_31,0.0
rp_32,0.0022598779760301113
rp_33,0.0
rp_34,0.002301082480698824
rp_35,0.002480217022821307
rp_36,0.00027305574622005224
rp_37,0.0
rp_38,0.0
rp_39,0.0028262806590646505
rp_40,0.0025319401174783707
rp_41,0.0024802740663290024
rp_42,0.0018958461005240679
rp_43,0.0016771110240370035
rp_44,0.0018918898422271013
rp_45,0.0027691787108778954
rp_46,0.002980804769322276
rp_47,0.0026566192973405123
rp_48,0.002635794226080179
rp_49,0.00016320486611220986
rp_50,0.0025883689522743225
rp_51,0.0
rp_52,0.0031325260642915964
rp_53,0.0015512376558035612
rp_54,0.0015235848259180784
rp_55,0.0021615424193441868
ebv,0.0041648996993899345
