feature,importance
bp_1,0.00038645093445666134
bp_2,0.10163655877113342
bp_3,0.08888746798038483
bp_4,0.11788816004991531
bp_5,0.08818372339010239
bp_6,0.07491161674261093
bp_7,0.0
bp_8,0.0
bp_9,0.005295677110552788
bp_10,0.0
bp_11,0.0
bp_12,0.0005815091426484287
bp_13,0.0593380369246006
bp_14,0.0007425134535878897
bp_15,0.010725037194788456
bp_16,0.006151560693979263
bp_17,0.006583698559552431
bp_18,2.2817936041974463e-05
bp_19,0.005646869540214539
bp_20,0.0
bp_21,0.0
bp_22,0.015077728778123856
bp_23,0.0010437577730044723
bp_24,0.0
bp_25,0.0007186547736637294
bp_26,0.0
bp_27,0.0
bp_28,0.041605476289987564
bp_29,0.0018264309037476778
bp_30,0.0
bp_31,9.84073631116189e-05
bp_32,0.013577798381447792
bp_33,0.0
bp_34,0.0
bp_35,0.0
bp_36,0.0
bp_37,0.0
bp_38,0.0031663505360484123
bp_39,0.0
bp_40,0.000518863438628614
bp_41,6.998188473517075e-05
bp_42,0.017803598195314407
bp_43,0.0
bp_44,0.0
bp_45,0.0
bp_46,0.0
bp_47,0.0
bp_48,0.0
bp_49,0.0
bp_50,0.0
bp_51,0.0
bp_52,0.0
bp_53,9.00436207302846e-05
bp_54,0.0007067050319164991
bp_55,0.0
rp_1,0.0
rp_2,0.0
rp_3,0.0
rp_4,0.0
rp_5,0.0
rp_6,0.0
rp_7,0.11185507476329803
rp_8,0.0
rp_9,0.0
rp_10,0.01446334458887577
rp_11,0.0
rp_12,0.016831180080771446
rp_13,0.06161057576537132
rp_14,0.0
rp_15,0.07645312696695328
rp_16,0.013508529402315617
rp_17,0.006630415562540293
rp_18,0.0
rp_19,0.0015652666334062815
rp_20,0.0
rp_21,0.004655865486711264
rp_22,0.0
rp_23,0.0008675030549056828
rp_24,0.010188869200646877
rp_25,0.0
rp_26,0.001178082195110619
rp_27,0.010516845621168613
rp_28,0.0
rp_29,0.0007654765504412353
rp_30,0.0
rp_31,0.0
rp_32,0.0
rp_33,0.000922803592402488
rp_34,0.0
rp_35,0.0011896730866283178
rp_36,0.001512479386292398
rp_37,0.0
rp_38,0.0
rp_39,0.0
rp_40,0.00017034815391525626
rp_41,0.0
rp_42,7.167538569774479e-05
rp_43,0.0
rp_44,7.96387466834858e-05
rp_45,4.357128273113631e-05
rp_46,0.0
rp_47,0.0
rp_48,0.00047148604062385857
rp_49,0.0
rp_50,2.663657687662635e-05
rp_51,0.0
rp_52,0.0
rp_53,0.0011359411291778088
rp_54,0.0
rp_55,0.0
ebv,0.0
