feature,importance
bp_1,0.007895290851593018
bp_2,0.06468129903078079
bp_3,0.3379128575325012
bp_4,0.10411348938941956
bp_5,0.15180987119674683
bp_6,0.011270144023001194
bp_7,0.003725659567862749
bp_8,0.0017773093422874808
bp_9,0.003760443301871419
bp_10,0.005109269637614489
bp_11,0.0016481218626722693
bp_12,0.001691979356110096
bp_13,0.0022526949178427458
bp_14,0.0020507806912064552
bp_15,0.0019425605423748493
bp_16,0.0013473416911438107
bp_17,0.0018424345180392265
bp_18,0.002237555803731084
bp_19,0.0023093470372259617
bp_20,0.0028417056892067194
bp_21,0.003367831464856863
bp_22,0.0023617029655724764
bp_23,0.0034412716049700975
bp_24,0.003666362725198269
bp_25,0.001199103076942265
bp_26,0.004368845373392105
bp_27,0.002381596015766263
bp_28,0.01218028087168932
bp_29,0.0013546323170885444
bp_30,0.0028541209176182747
bp_31,0.0037178953643888235
bp_32,0.0028994372114539146
bp_33,0.0032904979307204485
bp_34,0.0008280883193947375
bp_35,0.001280659344047308
bp_36,0.0017856552731245756
bp_37,0.0036090563517063856
bp_38,0.001008111285045743
bp_39,0.0031107866670936346
bp_40,0.0011797340121120214
bp_41,0.0015144639182835817
bp_42,0.0013397656148299575
bp_43,0.001156943733803928
bp_44,0.001511118491180241
bp_45,0.001231069560162723
bp_46,0.0021858499385416508
bp_47,0.0026115316431969404
bp_48,0.0016276638489216566
bp_49,0.0028340339194983244
bp_50,0.0012112419353798032
bp_51,0.0028397124260663986
bp_52,0.0011602219892665744
bp_53,0.002244593808427453
bp_54,0.0013931677676737309
bp_55,0.0025065538939088583
rp_1,0.004290207754820585
rp_2,0.009400664828717709
rp_3,0.008225192315876484
rp_4,0.016726089641451836
rp_5,0.0056472048163414
rp_6,0.007316144183278084
rp_7,0.014811241999268532
rp_8,0.00337845622561872
rp_9,0.0030759198125451803
rp_10,0.00695781921967864
rp_11,0.0027785191778093576
rp_12,0.006252313498407602
rp_13,0.011576046235859394
rp_14,0.002486749552190304
rp_15,0.010183745063841343
rp_16,0.002803135197609663
rp_17,0.002334073418751359
rp_18,0.0018215291202068329
rp_19,0.00257371598854661
rp_20,0.0025839759036898613
rp_21,0.007370426319539547
rp_22,0.0026472557801753283
rp_23,0.0013782918686047196
rp_24,0.0036088675260543823
rp_25,0.0026519671082496643
rp_26,0.0018477927660569549
rp_27,0.0023199054412543774
rp_28,0.0018677380867302418
rp_29,0.0020255153067409992
rp_30,0.0018555661663413048
rp_31,0.0014853004831820726
rp_32,0.0012718390207737684
rp_33,0.0013747761258855462
rp_34,0.0010613129707053304
rp_35,0.0020017886999994516
rp_36,0.0020391398575156927
rp_37,0.001704264315776527
rp_38,0.0015718552749603987
rp_39,0.0016087269177660346
rp_40,0.0011826184345409274
rp_41,0.0012695109471678734
rp_42,0.0017671388341113925
rp_43,0.002811362501233816
rp_44,0.0014478181255981326
rp_45,0.002268596086651087
rp_46,0.0014032992767170072
rp_47,0.0032561756670475006
rp_48,0.0012367157032713294
rp_49,0.001567422179505229
rp_50,0.0012676544720306993
rp_51,0.002986620645970106
rp_52,0.003144450718536973
rp_53,0.0008457884541712701
rp_54,0.0017846575938165188
rp_55,0.001301040407270193
ebv,0.004070213995873928
