feature,importance
bp_1,0.007581671699881554
bp_2,0.0062705897726118565
bp_3,0.017599740996956825
bp_4,0.0273793525993824
bp_5,0.039345633238554
bp_6,0.033506907522678375
bp_7,0.020279966294765472
bp_8,0.004573304671794176
bp_9,0.014890220016241074
bp_10,0.004218211397528648
bp_11,0.004088589921593666
bp_12,0.004932378884404898
bp_13,0.008191732689738274
bp_14,0.004606238100677729
bp_15,0.007027721498161554
bp_16,0.025029275566339493
bp_17,0.017801668494939804
bp_18,0.005483105778694153
bp_19,0.022815853357315063
bp_20,0.005812057759612799
bp_21,0.005952558480203152
bp_22,0.03614524006843567
bp_23,0.0058718519285321236
bp_24,0.004945255815982819
bp_25,0.0047010271809995174
bp_26,0.006707674358040094
bp_27,0.0067094191908836365
bp_28,0.10637033730745316
bp_29,0.008016436360776424
bp_30,0.00370253948494792
bp_31,0.005912897642701864
bp_32,0.004026082810014486
bp_33,0.005477714352309704
bp_34,0.005594808142632246
bp_35,0.007876534014940262
bp_36,0.004863950423896313
bp_37,0.004746564663946629
bp_38,0.019884413108229637
bp_39,0.005274384748190641
bp_40,0.00332192936912179
bp_41,0.005169520154595375
bp_42,0.012736828997731209
bp_43,0.005797423887997866
bp_44,0.00390972662717104
bp_45,0.005242655053734779
bp_46,0.0028655279893428087
bp_47,0.003951765596866608
bp_48,0.004776402842253447
bp_49,0.0036186787765473127
bp_50,0.006255540065467358
bp_51,0.004558439366519451
bp_52,0.004425799939781427
bp_53,0.004524540156126022
bp_54,0.003892833599820733
bp_55,0.004962297156453133
rp_1,0.01377282477915287
rp_2,0.010743457823991776
rp_3,0.01552996039390564
rp_4,0.025419555604457855
rp_5,0.003799969097599387
rp_6,0.012313063256442547
rp_7,0.022766055539250374
rp_8,0.021097125485539436
rp_9,0.005080212373286486
rp_10,0.009371042251586914
rp_11,0.009575273841619492
rp_12,0.004301249049603939
rp_13,0.008748285472393036
rp_14,0.004689451307058334
rp_15,0.00807972252368927
rp_16,0.007490784395486116
rp_17,0.006058012135326862
rp_18,0.0035701654851436615
rp_19,0.004737692419439554
rp_20,0.0029710778035223484
rp_21,0.005594989750534296
rp_22,0.0053518167696893215
rp_23,0.005107193253934383
rp_24,0.0058596269227564335
rp_25,0.005073720123618841
rp_26,0.0033309482969343662
rp_27,0.003272813046351075
rp_28,0.004152943845838308
rp_29,0.0053640627302229404
rp_30,0.004925802815705538
rp_31,0.0057243951596319675
rp_32,0.006655597593635321
rp_33,0.006182454526424408
rp_34,0.006761438678950071
rp_35,0.0049560461193323135
rp_36,0.0035067994613200426
rp_37,0.002310235286131501
rp_38,0.0027553990948945284
rp_39,0.004802314564585686
rp_40,0.004480493254959583
rp_41,0.006042979191988707
rp_42,0.005048732273280621
rp_43,0.005630755331367254
rp_44,0.003921907860785723
rp_45,0.004168403334915638
rp_46,0.003597792237997055
rp_47,0.0037948982790112495
rp_48,0.005357677116990089
rp_49,0.0040266127325594425
rp_50,0.0054357112385332584
rp_51,0.0032160100527107716
rp_52,0.003774913027882576
rp_53,0.005539074074476957
rp_54,0.003684000577777624
rp_55,0.0044261072762310505
ebv,0.021826552227139473
