rho,fold,train_examples,validation_examples,validation_cross_entropy,validation_top1_accuracy,validation_macro_accuracy,optimization_status,accepted_iterations,closure_evaluations,final_gradient_inf_norm
1e-05,0,2910,1455,1.1526178698151497,0.7168384879725086,0.7055558950747383,converged_objective,124,257,2.2809417714597657e-05
1e-05,1,2910,1455,1.1546082058861116,0.7168384879725086,0.6992427386760174,converged_objective,129,266,1.297437211178476e-05
1e-05,2,2910,1455,1.2115004053158738,0.6927835051546392,0.6833575377294434,converged_objective,128,263,1.3418910384643823e-05
0.0001,0,2910,1455,1.6549626554961927,0.6577319587628866,0.6376705760139627,converged_objective,56,118,2.822156784532126e-05
0.0001,1,2910,1455,1.638220081993104,0.6673539518900343,0.6426920581909006,converged_objective,55,113,2.05514115805272e-05
0.0001,2,2910,1455,1.7003034821889411,0.6467353951890035,0.6233650286791929,converged_objective,56,119,2.240307367173955e-05
0.001,0,2910,1455,3.0782707248004906,0.4542955326460481,0.36701117751925993,converged_objective,21,47,2.4747932911850512e-05
0.001,1,2910,1455,3.067198551504956,0.45017182130584193,0.3627647580727824,converged_objective,21,48,4.071717557962984e-05
0.001,2,2910,1455,3.0898719655337272,0.4323024054982818,0.350844452417122,converged_objective,21,46,2.517804387025535e-05
0.01,0,2910,1455,3.972638092320919,0.2859106529209622,0.19542047695893852,converged_objective,8,31,2.6151537895202637e-06
0.01,1,2910,1455,3.9713260784139113,0.2920962199312715,0.1998585460123922,converged_objective,9,20,4.629022441804409e-06
0.01,2,2910,1455,3.9738862653015463,0.27903780068728523,0.1905101308947463,converged_objective,8,19,4.419591277837753e-06
0.1,0,2910,1455,4.136699351145322,0.27491408934707906,0.18652680652680653,converged_objective,5,16,1.4095567166805267e-06
0.1,1,2910,1455,4.1365467331602845,0.2597938144329897,0.1762237762237762,converged_gradient,4,10,1.548323780298233e-08
0.1,2,2910,1455,4.1368356171228005,0.2618556701030928,0.17781177156177158,converged_gradient,4,10,2.6309862732887268e-08
