rho,mean_validation_cross_entropy,std_validation_cross_entropy,mean_validation_top1_accuracy,mean_validation_macro_accuracy
1e-05,1.1729088270057118,0.033436100202787866,0.7088201603665522,0.6960520571600664
0.0001,1.6644954065594126,0.03212074333034813,0.6572737686139748,0.6345758876280186
0.001,3.0784470806130577,0.011337735750999547,0.44558991981672397,0.3602067960030548
0.01,3.9726168120121255,0.0012802260986096768,0.28568155784650634,0.19526305128869234
0.1,4.136693900476136,0.0001445190931872249,0.26552119129438717,0.18018745143745143
