feature,weight
BIAS,0.6022962927818298
bp_1,-0.7819026708602905
bp_2,5.885579586029053
bp_3,-123.3676528930664
bp_4,-31.667997360229492
bp_5,155.46873474121094
bp_6,-192.2429656982422
bp_7,-108.2568359375
bp_8,12.597661018371582
bp_9,53.77141189575195
bp_10,-127.75543212890625
bp_11,147.02740478515625
bp_12,-41.7578010559082
bp_13,146.40866088867188
bp_14,-102.14697265625
bp_15,-101.04088592529297
bp_16,-150.76536560058594
bp_17,206.45965576171875
bp_18,-84.24641418457031
bp_19,-34.25960922241211
bp_20,-194.68838500976562
bp_21,-88.95787811279297
bp_22,210.06808471679688
bp_23,14.855043411254883
bp_24,-111.40338134765625
bp_25,86.24331665039062
bp_26,-134.74473571777344
bp_27,-111.30899810791016
bp_28,-167.18577575683594
bp_29,150.4874725341797
bp_30,-27.832033157348633
bp_31,24.31134033203125
bp_32,180.64894104003906
bp_33,-86.791259765625
bp_34,21.08901023864746
bp_35,129.41421508789062
bp_36,71.47900390625
bp_37,64.70185089111328
bp_38,-164.2253875732422
bp_39,65.73277282714844
bp_40,-170.41226196289062
bp_41,82.84893035888672
bp_42,153.63548278808594
bp_43,-77.93416595458984
bp_44,160.8674774169922
bp_45,28.26430892944336
bp_46,113.67285919189453
bp_47,-159.11099243164062
bp_48,-105.53804016113281
bp_49,-102.14868927001953
bp_50,4.149552822113037
bp_51,-36.353736877441406
bp_52,24.123563766479492
bp_53,165.4036102294922
bp_54,-136.8516845703125
bp_55,99.56002807617188
rp_1,-0.815153956413269
rp_2,-30.327308654785156
rp_3,-157.85244750976562
rp_4,-84.421142578125
rp_5,-85.28883361816406
rp_6,-43.43486404418945
rp_7,159.64266967773438
rp_8,-178.4257354736328
rp_9,-86.49018096923828
rp_10,-123.45707702636719
rp_11,77.72730255126953
rp_12,-120.78746032714844
rp_13,50.01078796386719
rp_14,57.94711685180664
rp_15,187.45970153808594
rp_16,-143.38563537597656
rp_17,-140.23876953125
rp_18,-71.24140930175781
rp_19,67.69364929199219
rp_20,-15.999629974365234
rp_21,-31.302064895629883
rp_22,-102.2174301147461
rp_23,52.32014083862305
rp_24,-119.04618072509766
rp_25,-24.186553955078125
rp_26,-75.83644104003906
rp_27,117.89073181152344
rp_28,-30.147689819335938
rp_29,58.66212463378906
rp_30,-100.38240814208984
rp_31,110.77227020263672
rp_32,-48.268733978271484
rp_33,1.514967441558838
rp_34,39.746829986572266
rp_35,99.08142852783203
rp_36,-12.974420547485352
rp_37,67.92228698730469
rp_38,-0.3604273200035095
rp_39,-73.87619018554688
rp_40,-55.49855041503906
rp_41,-5.899332523345947
rp_42,8.11799144744873
rp_43,-20.165578842163086
rp_44,-80.98483276367188
rp_45,42.72838592529297
rp_46,-53.77632522583008
rp_47,18.402080535888672
rp_48,41.6710205078125
rp_49,60.551578521728516
rp_50,-41.38741683959961
rp_51,61.22570037841797
rp_52,-91.92582702636719
rp_53,-213.1395263671875
rp_54,63.700016021728516
rp_55,202.9540252685547
ebv,8.593512535095215
