rho,mean_validation_cross_entropy,std_validation_cross_entropy,mean_validation_top1_accuracy,mean_validation_macro_accuracy
1e-05,0.38848892761619247,0.014934440848776676,0.9103416296621165,0.9027772761547826
0.0001,0.7571636167880924,0.014372631610190976,0.886235677868538,0.8709161679241836
0.001,2.2189634182615183,0.013796398410227744,0.7382310302188598,0.6638138328897712
0.01,3.834644651218363,0.0020757078001087553,0.4318552832751616,0.3233873734321888
0.1,4.126836852261795,0.0002395903808141259,0.3052471843039794,0.2147103471478846
