rho,mean_validation_cross_entropy,std_validation_cross_entropy,mean_validation_top1_accuracy,mean_validation_macro_accuracy
1e-05,0.9918143320929319,0.04088430237148889,0.7441285537700866,0.6842796191416758
0.0001,1.3276073419757592,0.03933013700217794,0.7358879274824887,0.6587235962255963
0.001,2.677342540048098,0.014395174383105898,0.5319324268644418,0.36731681435393154
0.01,3.838849521640004,0.0017690949294764111,0.2138442521631644,0.09901383996223001
0.1,4.104249058569387,0.00023023015584772928,0.06839719818706222,0.026837606837606835
