iteration,closure_evaluations,objective,weighted_cross_entropy,l2_penalty,gradient_inf_norm,relative_objective_change
0,0,4.174387454986572,4.174387454986572,0.0,0.023420212790369987,
1,4,4.127861022949219,4.127859592437744,1.4883559060763218e-06,0.019596640020608902,0.011145690844239848
2,6,3.8580644130706787,3.8578314781188965,0.00023282202892005444,0.04354983568191528,0.06535990634824701
3,8,3.7046515941619873,3.7041068077087402,0.000544888200238347,0.017084695398807526,0.03976419325425112
4,10,3.3574771881103516,3.354891300201416,0.0025858485605567694,0.01750350371003151,0.093713105599116
5,12,2.886690139770508,2.8730249404907227,0.013665287755429745,0.06731309741735458,0.1402204756616116
6,14,2.470754623413086,2.441781997680664,0.028972648084163666,0.01936357282102108,0.14408734440423482
7,16,2.15574312210083,2.1134722232818604,0.0422709621489048,0.011525359936058521,0.12749606874239128
8,18,1.6880093812942505,1.6088495254516602,0.07915990799665451,0.030720584094524384,0.2169709999356326
9,20,1.4973195791244507,1.3864967823028564,0.11082278192043304,0.02188405953347683,0.112967264449438
10,22,1.3583422899246216,1.2396928071975708,0.11864950507879257,0.007193173281848431,0.09281738590574987
11,24,1.2351105213165283,1.0979902744293213,0.1371203064918518,0.012183217331767082,0.0907221762306552
12,26,1.1804940700531006,1.014497995376587,0.16599610447883606,0.03230509161949158,0.04421988989714944
13,28,1.0814069509506226,0.9106040000915527,0.17080295085906982,0.006322178523987532,0.08393699012653315
14,30,1.0492126941680908,0.8683701753616333,0.18084245920181274,0.005705856718122959,0.02977071374863184
15,32,1.0196850299835205,0.822866678237915,0.19681833684444427,0.005043265409767628,0.02814268674854575
16,34,1.0042282342910767,0.8058949708938599,0.19833329319953918,0.002019646344706416,0.015158402092745885
17,36,0.9818519949913025,0.7793368101119995,0.20251518487930298,0.004067710135132074,0.022282025674741576
18,38,0.9350094199180603,0.7245750427246094,0.21043436229228973,0.005076820496469736,0.04684257507324219
19,40,0.8731414675712585,0.6393494606018066,0.2337920218706131,0.01239828672260046,0.06186795234680176
20,42,0.8171254992485046,0.558607816696167,0.25851768255233765,0.010977158322930336,0.056015968322753906
21,44,0.769706130027771,0.5081881880760193,0.2615179121494293,0.007487988565117121,0.04741936922073364
22,46,0.7226986289024353,0.467388391494751,0.2553102374076843,0.006613992154598236,0.04700750112533569
23,48,0.6944580674171448,0.4532622992992401,0.24119576811790466,0.006598606240004301,0.028240561485290527
24,50,0.6778883337974548,0.442727267742157,0.23516106605529785,0.004047224763780832,0.01656973361968994
25,52,0.6666058897972107,0.43228307366371155,0.23432283103466034,0.0033293748274445534,0.01128244400024414
26,54,0.6516857147216797,0.41435354948043823,0.23733218014240265,0.0029775265138596296,0.014920175075531006
27,56,0.6376493573188782,0.392881840467453,0.24476751685142517,0.0027728972490876913,0.014036357402801514
28,58,0.6238396167755127,0.3624773621559143,0.2613622844219208,0.004829006735235453,0.013809740543365479
29,60,0.6085588932037354,0.32850781083106995,0.2800511121749878,0.005258206278085709,0.015280723571777344
30,62,0.59210205078125,0.298663854598999,0.2934381663799286,0.004700561985373497,0.01645684242248535
31,64,0.5749995708465576,0.27507176995277405,0.2999277710914612,0.0037613108288496733,0.017102479934692383
32,66,0.5635114908218384,0.26763787865638733,0.29587361216545105,0.0038743563927710056,0.011488080024719238
33,68,0.5529825687408447,0.26670029759407043,0.2862822413444519,0.001996576087549329,0.010528922080993652
34,70,0.5453550815582275,0.27172529697418213,0.2736297845840454,0.001310541178099811,0.0076274871826171875
35,72,0.5410211086273193,0.2729349732398987,0.26808616518974304,0.0015602381899952888,0.004333972930908203
36,74,0.5368409156799316,0.2696458697319031,0.26719504594802856,0.0014312973944470286,0.004180192947387695
37,76,0.5322632193565369,0.2603849172592163,0.27187830209732056,0.001968736993148923,0.004577696323394775
38,78,0.5264232158660889,0.24547582864761353,0.28094735741615295,0.00250112428329885,0.005840003490447998
39,80,0.5195598006248474,0.22744505107402802,0.2921147346496582,0.002748276572674513,0.006863415241241455
40,82,0.5136720538139343,0.21495488286018372,0.2987171709537506,0.0025682540144771338,0.005887746810913086
41,84,0.509665846824646,0.21272489428520203,0.29694098234176636,0.0022557422053068876,0.00400620698928833
42,86,0.5070933699607849,0.21501150727272034,0.2920818626880646,0.0021122018806636333,0.002572476863861084
43,88,0.5050593614578247,0.21771621704101562,0.2873431444168091,0.001293770968914032,0.002034008502960205
44,90,0.503372848033905,0.21771059930324554,0.2856622636318207,0.0008574037929065526,0.0016865134239196777
45,92,0.5021843910217285,0.21474680304527283,0.2874375581741333,0.0009705155971460044,0.0011884570121765137
46,94,0.5012483596801758,0.21067777276039124,0.29057061672210693,0.0010950060095638037,0.0009360313415527344
47,96,0.4998953938484192,0.20481263101100922,0.29508277773857117,0.0014269351959228516,0.0013529658317565918
48,98,0.49812278151512146,0.19853252172470093,0.29959025979042053,0.001515264273621142,0.0017726123332977295
49,100,0.496481716632843,0.193790003657341,0.3026916980743408,0.0014780480414628983,0.0016410648822784424
50,102,0.4951525330543518,0.19467377662658691,0.3004787564277649,0.0009896222036331892,0.001329183578491211
51,104,0.4940035045146942,0.19938528537750244,0.2946182191371918,0.0005916448426432908,0.0011490285396575928
52,106,0.4934273362159729,0.20096392929553986,0.29246339201927185,0.0004964863182976842,0.0005761682987213135
53,108,0.49278825521469116,0.20128586888313293,0.2915023863315582,0.000615555967669934,0.0006390810012817383
54,110,0.49238321185112,0.19993597269058228,0.2924472391605377,0.0005502178682945669,0.000405043363571167
55,112,0.49176889657974243,0.1972118765115738,0.29455703496932983,0.0006070590461604297,0.0006143152713775635
56,114,0.4909266233444214,0.19397689402103424,0.29694971442222595,0.0007165077258832753,0.0008422732353210449
57,116,0.4904211759567261,0.1918761432170868,0.2985450327396393,0.0008333597797900438,0.0005054473876953125
58,118,0.4899342954158783,0.1919981837272644,0.2979361116886139,0.0005873406771570444,0.0004868805408477783
59,120,0.48970603942871094,0.19306990504264832,0.2966361343860626,0.00034179026260972023,0.0002282559871673584
60,122,0.4895181655883789,0.19387966394424438,0.2956385016441345,0.00036466712481342256,0.00018787384033203125
61,124,0.4892786741256714,0.1944551318883896,0.294823557138443,0.0004094041942153126,0.00023949146270751953
62,126,0.48904597759246826,0.19436831772327423,0.2946776747703552,0.0005211911047808826,0.000232696533203125
63,128,0.4888506531715393,0.19382436573505402,0.2950262725353241,0.0005429884768091142,0.00019532442092895508
64,130,0.48865899443626404,0.19309154152870178,0.29556745290756226,0.00039371332968585193,0.00019165873527526855
65,132,0.4884209930896759,0.19213536381721497,0.29628562927246094,0.0004051033756695688,0.00023800134658813477
66,134,0.48819175362586975,0.1916007697582245,0.29659098386764526,0.00027082301676273346,0.00022923946380615234
67,136,0.4880848228931427,0.19144755601882935,0.29663726687431335,0.0002374567266087979,0.00010693073272705078
68,138,0.48802417516708374,0.1915455162525177,0.29647865891456604,0.00018321564130019397,6.064772605895996e-05
69,140,0.4879269003868103,0.1916353851556778,0.2962915301322937,0.00021589618700090796,9.72747802734375e-05
70,142,0.4878261089324951,0.1914864182472229,0.2963396906852722,0.0002647479414008558,0.00010079145431518555
71,144,0.48766854405403137,0.19119864702224731,0.29646989703178406,0.000227580894716084,0.00015756487846374512
