rho,mean_validation_cross_entropy,std_validation_cross_entropy,mean_validation_top1_accuracy,mean_validation_macro_accuracy
1e-05,1.179420958774173,0.02417496535314936,0.6980526918671249,0.6847670800929265
0.0001,1.6672964925708313,0.02158967618462449,0.6517754868270332,0.6276248100159413
0.001,3.0786937335833695,0.009508378763969838,0.4416953035509737,0.35722967131973493
0.01,3.9726230001768807,0.0011591492034194867,0.28407789232531505,0.19419579589451383
0.1,4.136694387799935,0.0001318254182323418,0.26666666666666666,0.18095376845376845
