feature,weight
BIAS,247.60529250900086
bp_1,-174.79424363143767
bp_2,-0.697925761535014
bp_3,-198.52867409640487
bp_4,42.78247740739746
bp_5,251.17189245638096
bp_6,-217.40893280371426
bp_7,-58.97388567394195
bp_8,16.197776549318483
bp_9,-71.29508239104332
bp_10,-3.1090822205754134
bp_11,11.04742903163314
bp_12,-24.2679854290114
bp_13,51.04218227320057
bp_14,15.779849509988576
bp_15,-36.695722098709524
bp_16,-9.404622628962422
bp_17,27.384575678577313
bp_18,-16.23908450853139
bp_19,-55.83332873921308
bp_20,2.5532511118785255
bp_21,-2.206435670863939
bp_22,39.08530971285459
bp_23,5.023576016360486
bp_24,-23.416467380152426
bp_25,5.649813502695311
bp_26,-1.5312364932795821
bp_27,-22.342289538023408
bp_28,-28.807092772213615
bp_29,18.40736501926256
bp_30,1.1094612952970087
bp_31,7.030661740745329
bp_32,14.727035572320268
bp_33,-3.3652547637719334
bp_34,0.8818951796138389
bp_35,-6.930916221090939
bp_36,3.741388609269623
bp_37,-1.480320291258191
bp_38,0.14177033454185742
bp_39,9.500695651372897
bp_40,4.033706332052101
bp_41,-1.8549341628984939
bp_42,6.798241224247856
bp_43,8.361759787058999
bp_44,-3.538605437872518
bp_45,6.654723273444915
bp_46,-3.2702243384016074
bp_47,-7.1438355576072325
bp_48,-3.1799656273597954
bp_49,-0.45505350359523905
bp_50,-0.7395205063384112
bp_51,-0.01750852605355554
bp_52,3.869218180060164
bp_53,4.103192481423761
bp_54,-1.6154845620526608
bp_55,-0.6083540058335846
rp_1,-174.79424363143767
rp_2,30.682831517471485
rp_3,-105.73328600189123
rp_4,57.79247022878508
rp_5,-55.17100636478778
rp_6,-58.64581677551592
rp_7,188.85892156439036
rp_8,-77.63807302576936
rp_9,-86.26484905811998
rp_10,-70.53929796190091
rp_11,55.98634972044946
rp_12,-40.79834489539914
rp_13,36.899800836485596
rp_14,52.622135485172805
rp_15,68.64014635722727
rp_16,-38.070499606393156
rp_17,-37.38693663079823
rp_18,-21.866061651962536
rp_19,16.865006327290455
rp_20,-5.613710613824489
rp_21,34.19604574934959
rp_22,-20.341708622842667
rp_23,29.69790115297277
rp_24,-56.56684132978925
rp_25,14.064432280673627
rp_26,-24.898972366187106
rp_27,26.894662697438683
rp_28,-27.916009278186433
rp_29,-8.636258721782598
rp_30,-17.598341550905623
rp_31,-13.659176887539052
rp_32,-21.295927660130292
rp_33,-14.438473372226156
rp_34,-16.62100861170552
rp_35,2.5624099274836656
rp_36,6.947960863975342
rp_37,7.719128718725489
rp_38,2.956121381970807
rp_39,-19.375673316831165
rp_40,-12.085419118474555
rp_41,18.13673910008951
rp_42,-5.45965824465058
rp_43,-3.906494806525487
rp_44,-0.07334914413804935
rp_45,-3.3206643177451056
rp_46,-0.6717291041228135
rp_47,7.871405891669549
rp_48,3.0051210103741366
rp_49,-1.1572804431650099
rp_50,4.2537497880477115
rp_51,3.172781862480045
rp_52,-5.551147741645666
rp_53,-0.676451013618033
rp_54,-1.7300250561444994
rp_55,0.5308363131305951
ebv,0.4495199906696603
