iteration,closure_evaluations,objective,weighted_cross_entropy,l2_penalty,gradient_inf_norm,relative_objective_change
0,0,4.1743879318237305,4.1743879318237305,0.0,0.007496189326047897,
1,5,4.019465923309326,4.019431114196777,3.488765287329443e-05,0.004352237097918987,0.0371125087185467
2,7,3.6449263095855713,3.644298553466797,0.0006278195069171488,0.010856186039745808,0.09318143775066194
3,9,2.806591510772705,2.7998266220092773,0.006764963269233704,0.018398819491267204,0.23000047946324187
4,11,2.7110798358917236,2.6749722957611084,0.036107517778873444,0.13992957770824432,0.034031199237357264
5,13,2.151550531387329,2.0914113521575928,0.06013917177915573,0.05362953245639801,0.20638614071664
6,15,1.86588716506958,1.8123838901519775,0.053503308445215225,0.01635565236210823,0.1327709306151188
7,17,1.6058359146118164,1.564385175704956,0.041450679302215576,0.017535878345370293,0.1393713699981779
8,19,1.335504412651062,1.2950273752212524,0.04047706350684166,0.014931930229067802,0.16834316601151772
9,21,1.0234320163726807,0.9619596004486084,0.06147236004471779,0.01859447918832302,0.2336738039366696
10,23,0.7848290801048279,0.6795811653137207,0.10524790734052658,0.011987750418484211,0.23313999606297836
11,25,0.7327472567558289,0.6115867495536804,0.12116051465272903,0.009012146852910519,0.05208182334899902
12,27,0.6958315372467041,0.563480794429779,0.13235074281692505,0.005276209209114313,0.036915719509124756
13,29,0.6844889521598816,0.5449841618537903,0.13950477540493011,0.003202455583959818,0.01134258508682251
14,31,0.6709703803062439,0.5200526714324951,0.15091769397258759,0.0025462217163294554,0.013518571853637695
15,33,0.6578017473220825,0.4931648075580597,0.16463695466518402,0.005797822028398514,0.013168632984161377
16,35,0.644278883934021,0.47065675258636475,0.17362213134765625,0.0047090258449316025,0.013522863388061523
17,37,0.6296024918556213,0.45344555377960205,0.17615695297718048,0.006346954498440027,0.014676392078399658
18,39,0.6029875874519348,0.43081775307655334,0.17216983437538147,0.008294058963656425,0.026614904403686523
19,41,0.5771477818489075,0.41342252492904663,0.16372527182102203,0.009678837843239307,0.025839805603027344
20,43,0.5430722236633301,0.38286906480789185,0.16020314395427704,0.007257424294948578,0.03407555818557739
21,45,0.5001336336135864,0.3377862572669983,0.16234737634658813,0.003170732641592622,0.04293859004974365
22,47,0.48798686265945435,0.31428641080856323,0.1737004518508911,0.002891430864110589,0.01214677095413208
23,49,0.4797685444355011,0.2946960926055908,0.18507245182991028,0.0024437669198960066,0.008218318223953247
24,51,0.47359395027160645,0.2816425561904907,0.19195137917995453,0.0015641883946955204,0.006174594163894653
25,53,0.4641662538051605,0.2656038701534271,0.1985623836517334,0.0021241591311991215,0.009427696466445923
26,55,0.451832115650177,0.24676868319511414,0.20506341755390167,0.002522435039281845,0.01233413815498352
27,57,0.4425705075263977,0.23660221695899963,0.20596827566623688,0.0029727970249950886,0.009261608123779297
28,59,0.4352899491786957,0.23443038761615753,0.20085956156253815,0.0017326476518064737,0.007280558347702026
29,61,0.4302489757537842,0.23739179968833923,0.19285717606544495,0.001048554782755673,0.005040973424911499
30,63,0.42720189690589905,0.23607119917869568,0.19113069772720337,0.0008712542476132512,0.003047078847885132
31,65,0.42196226119995117,0.2292727380990982,0.19268950819969177,0.0012377051170915365,0.005239635705947876
32,67,0.41809993982315063,0.2192593812942505,0.19884055852890015,0.0017592122312635183,0.003862321376800537
33,69,0.4131280183792114,0.20544025301933289,0.20768776535987854,0.001614636043086648,0.004971921443939209
34,71,0.4074227213859558,0.18826958537101746,0.21915313601493835,0.001736016129143536,0.005705296993255615
35,73,0.4035279452800751,0.18277092278003693,0.22075702250003815,0.0012757633812725544,0.0038947761058807373
36,75,0.40160071849823,0.18560205399990082,0.21599866449832916,0.0007968703866936266,0.0019272267818450928
