rho,mean_validation_cross_entropy,std_validation_cross_entropy,mean_validation_top1_accuracy,mean_validation_macro_accuracy
1e-05,0.3930605579800251,0.0031937873931182233,0.9015535819795454,0.8934949686796502
0.0001,0.7605241306981219,0.0075089353499612,0.8846577307530654,0.870266362115743
0.001,2.2210202419610865,0.0054605782825696125,0.7353017317520361,0.6618579834686238
0.01,3.83488278610831,0.0005998168218916975,0.430729309431135,0.32277055414491534
0.1,4.126860903005848,5.875230937701437e-05,0.3050225682071524,0.21458874770453162
