rho,mean_validation_cross_entropy,std_validation_cross_entropy,mean_validation_top1_accuracy,mean_validation_macro_accuracy
1e-05,0.5518930693453737,0.012924738779656804,0.8478326403622031,0.8305826349050145
0.0001,0.8783236907069257,0.007672796241658799,0.843243168088316,0.8214263069795024
0.001,2.332795524670308,0.0034263848014229135,0.7555695224155463,0.7081801325268623
0.01,3.8736959201408268,0.0001442451446672913,0.38352144355397816,0.31382232803406934
0.1,4.136577037096688,3.663830963872973e-05,0.12026730421274624,0.08550222446774171
