rho,fold,train_examples,validation_examples,validation_cross_entropy,validation_top1_accuracy,validation_macro_accuracy,optimization_status,accepted_iterations,closure_evaluations,final_gradient_inf_norm
1e-05,0,2959,1480,0.37524332817770945,0.9067567567567567,0.895929318316281,converged_objective,90,185,1.283490564674139e-05
1e-05,1,2959,1480,0.39823612972464345,0.9081081081081082,0.8999957509123185,converged_objective,90,187,3.452590817687451e-06
1e-05,2,2960,1479,0.40294874539030784,0.8931710615280595,0.8811173565030834,converged_objective,90,185,1.5712474123574793e-05
0.0001,0,2959,1480,0.7391545298940279,0.8885135135135135,0.8726076023510085,converged_objective,53,112,1.083676761481911e-05
0.0001,1,2959,1480,0.7635329415524476,0.8864864864864865,0.8730647083541048,converged_objective,50,105,2.1364312488003634e-05
0.0001,2,2960,1479,0.7730792098288546,0.8769438810006761,0.8593301616481074,converged_objective,50,105,3.332904452690855e-05
0.001,0,2959,1480,2.20795933363608,0.7486486486486487,0.677304925726417,converged_objective,21,48,0.00010993407340720296
0.001,1,2959,1480,2.219056580872044,0.7256756756756757,0.6489417473323004,converged_objective,24,54,2.8850918170064688e-06
0.001,2,2960,1479,2.2306238039132023,0.7336037863421231,0.6577686936903584,converged_objective,24,53,5.914975190535188e-06
0.01,0,2959,1480,3.8333606167946552,0.4418918918918919,0.33156627418461826,converged_objective,8,23,2.8391368687152863e-06
0.01,1,2959,1480,3.8350607488791373,0.42905405405405406,0.3221160511988197,converged_objective,8,31,1.8261023797094822e-05
0.01,2,2960,1479,3.8357794246346235,0.42258282623394183,0.3147224196858192,converged_objective,8,19,6.682472303509712e-06
0.1,0,2959,1480,4.126689749737225,0.3087837837837838,0.21673857381032022,converged_objective,5,18,2.491287887096405e-06
0.1,1,2959,1480,4.126880305398998,0.31013513513513513,0.21884600525397996,converged_gradient,3,8,6.007030606269836e-07
0.1,2,2960,1479,4.126944387773556,0.2927653820148749,0.20579868642523727,converged_gradient,3,8,7.897615432739258e-07
