rho,mean_validation_cross_entropy,std_validation_cross_entropy,mean_validation_top1_accuracy,mean_validation_macro_accuracy
1e-05,0.39214273443088693,0.014823786135313608,0.9026786421309748,0.8923474752438944
0.0001,0.7585888937584433,0.017494390061164048,0.883981293666892,0.8683341574510736
0.001,2.2192132394737754,0.011333047236898191,0.7359760368888159,0.6613384555830253
0.01,3.8347335967694725,0.0012421470198076975,0.43117625739329596,0.3228015816897524
0.1,4.126838147636593,0.0001324503306338354,0.3038947669779313,0.21379442182984584
