rho,mean_validation_cross_entropy,std_validation_cross_entropy,mean_validation_top1_accuracy,mean_validation_macro_accuracy
1e-05,0.5562133065954872,0.021131480561717562,0.8439288713955547,0.8255974559992056
0.0001,0.882261650858954,0.014027426780922394,0.8407163356015261,0.817624367453092
0.001,2.335002269223116,0.001926047083711931,0.7505168054188888,0.7039411549982516
0.01,3.8739342186429258,0.0004766885780075568,0.3809965070210331,0.3118100894934411
0.1,4.136601994715075,7.416078078179791e-05,0.11934871457489238,0.08478403248518192
