iteration,closure_evaluations,objective,weighted_cross_entropy,l2_penalty,gradient_inf_norm,relative_objective_change
0,0,4.1743879318237305,4.1743879318237305,0.0,0.0070603638887405396,
1,5,4.038834571838379,4.0388102531433105,2.4217251848313026e-05,0.0043503111228346825,0.03247263124539799
2,7,3.6221251487731934,3.621453046798706,0.0006720968522131443,0.010693145915865898,0.10317566012007012
3,9,2.8370578289031982,2.830923080444336,0.006134688388556242,0.018826104700565338,0.21674218521574162
4,11,2.723820209503174,2.6878790855407715,0.03594118729233742,0.21312955021858215,0.039913750874722875
5,13,2.168006420135498,2.106417655944824,0.061588749289512634,0.04123183712363243,0.204056709553916
6,15,1.8631953001022339,1.809824824333191,0.053370438516139984,0.01735169067978859,0.1405951187239629
7,17,1.6020768880844116,1.5623188018798828,0.03975808247923851,0.023606829345226288,0.14014548662906923
8,19,1.337449312210083,1.2978169918060303,0.039632368832826614,0.015014261938631535,0.16517782501109626
9,21,1.0100152492523193,0.9483043551445007,0.06171093508601189,0.03438081592321396,0.24481979239773327
10,23,0.7634049654006958,0.6555580496788025,0.1078469380736351,0.019178705289959908,0.2441649114052297
11,25,0.6820829510688782,0.563750147819519,0.11833278089761734,0.008548582904040813,0.08132201433181763
12,27,0.645622193813324,0.5137207508087158,0.13190144300460815,0.004870752338320017,0.0364607572555542
13,29,0.6302143335342407,0.4902121424674988,0.14000217616558075,0.0028341664001345634,0.015407860279083252
14,31,0.6185755729675293,0.46802958846092224,0.15054601430892944,0.0025246827863156796,0.011638760566711426
15,33,0.6044695377349854,0.4369060695171356,0.16756343841552734,0.004140123259276152,0.014106035232543945
16,35,0.5921090841293335,0.40945884585380554,0.18265026807785034,0.004707325715571642,0.012360453605651855
17,37,0.5791968107223511,0.3927561044692993,0.18644067645072937,0.0035683317109942436,0.012912273406982422
18,39,0.5555397272109985,0.3714248538017273,0.18411490321159363,0.005846085958182812,0.02365708351135254
19,41,0.5311231017112732,0.35564932227134705,0.17547376453876495,0.008404099382460117,0.024416625499725342
20,43,0.5069288611412048,0.34130045771598816,0.16562841832637787,0.009728740900754929,0.02419424057006836
21,45,0.4793950617313385,0.31608453392982483,0.16331052780151367,0.009144813753664494,0.027533799409866333
22,47,0.46061867475509644,0.2912781536579132,0.16934053599834442,0.005236399360001087,0.018776386976242065
23,49,0.44941818714141846,0.274452805519104,0.17496536672115326,0.002920132363215089,0.011200487613677979
24,51,0.43994203209877014,0.2558400630950928,0.18410196900367737,0.004263000097125769,0.009476155042648315
25,53,0.43340426683425903,0.24383467435836792,0.1895695924758911,0.0051890588365495205,0.006537765264511108
26,55,0.4270681142807007,0.23585033416748047,0.1912177950143814,0.00445333169773221,0.00633615255355835
27,57,0.4178890585899353,0.22670254111289978,0.19118653237819672,0.003116234438493848,0.00917905569076538
28,59,0.41031524538993835,0.21938052773475647,0.19093471765518188,0.004046535585075617,0.007573813199996948
29,61,0.4025419056415558,0.2108820676803589,0.1916598379611969,0.001465857494622469,0.007773339748382568
30,63,0.39765608310699463,0.2061571627855301,0.19149892032146454,0.0009739035740494728,0.004885822534561157
31,65,0.3939051032066345,0.203319251537323,0.19058583676815033,0.0008113642688840628,0.0037509799003601074
32,67,0.3908175826072693,0.2001001238822937,0.19071745872497559,0.0010592614999040961,0.0030875205993652344
33,69,0.38583147525787354,0.1919453740119934,0.19388610124588013,0.0011574265081435442,0.004986107349395752
34,71,0.3802814781665802,0.18071484565734863,0.19956663250923157,0.0018044664757326245,0.005549997091293335
35,73,0.37515920400619507,0.16891755163669586,0.2062416672706604,0.0012921690940856934,0.005122274160385132
36,75,0.37268373370170593,0.1665053367614746,0.20617839694023132,0.0008345546084456146,0.0024754703044891357
37,77,0.371290385723114,0.16765382885932922,0.2036365419626236,0.0004818669694941491,0.001393347978591919
38,79,0.369704008102417,0.16974663734436035,0.19995737075805664,0.0005833656759932637,0.0015863776206970215
39,81,0.36865803599357605,0.16937057673931122,0.19928745925426483,0.0006101425387896597,0.0010459721088409424
40,83,0.36740121245384216,0.16744092106819153,0.19996029138565063,0.0007419408648274839,0.0012568235397338867
41,85,0.3656318187713623,0.16297976672649384,0.20265206694602966,0.0008531164494343102,0.0017693936824798584
42,87,0.3637200593948364,0.15752354264259338,0.20619650185108185,0.0008111242786981165,0.001911759376525879
43,89,0.3621588945388794,0.154520183801651,0.2076387256383896,0.0005960191483609378,0.0015611648559570312
44,91,0.36128702759742737,0.15411105751991272,0.20717597007751465,0.00047669786727055907,0.0008718669414520264
45,93,0.3608836531639099,0.1549767553806305,0.2059069126844406,0.00033735536271706223,0.00040337443351745605
46,95,0.36060547828674316,0.1553586721420288,0.20524680614471436,0.0003174605662934482,0.00027817487716674805
47,97,0.360120564699173,0.15515141189098358,0.2049691528081894,0.00036979137803427875,0.00048491358757019043
48,99,0.3597310781478882,0.1541210114955902,0.20561006665229797,0.000562199333216995,0.00038948655128479004
