feature,weight
BIAS,243.41038269917624
bp_1,-172.492721313256
bp_2,-20.309775480388954
bp_3,-168.10379747312805
bp_4,1.9237550185380718
bp_5,280.4725082868895
bp_6,-72.87661214914213
bp_7,-9.414619340435932
bp_8,8.150409878719946
bp_9,-70.50028260842717
bp_10,-62.3337481404246
bp_11,-39.54553319762095
bp_12,13.391115349684217
bp_13,81.12424020232551
bp_14,-6.150896458388331
bp_15,-68.11892044914059
bp_16,-139.6476299386248
bp_17,155.40763171820035
bp_18,63.964523011984625
bp_19,-146.9047278316883
bp_20,24.744708922297843
bp_21,-24.06567336101934
bp_22,223.73931796690997
bp_23,-92.94635656220589
bp_24,10.617826881683133
bp_25,-24.228430540647004
bp_26,-33.72850636490988
bp_27,-19.94422025033998
bp_28,-122.50024680787908
bp_29,44.63257997267149
bp_30,-21.00951868388442
bp_31,-15.983121856701581
bp_32,46.38547836520424
bp_33,0.1144219447189048
bp_34,19.384205910329083
bp_35,16.378878298820563
bp_36,-9.754066796263567
bp_37,-5.027793757493706
bp_38,-45.72042123965812
bp_39,4.807484934211019
bp_40,2.229006436891189
bp_41,4.732812986757881
bp_42,24.75986272240383
bp_43,8.85166826697402
bp_44,12.605972174304538
bp_45,-8.78306321558956
bp_46,11.82077493059826
bp_47,-12.332965848581221
bp_48,-6.181249209911596
bp_49,-23.342901459201226
bp_50,4.376307246549557
bp_51,-5.566084096394496
bp_52,1.6133994168847545
bp_53,-0.9145102872931143
bp_54,-3.310849558519546
bp_55,0.9386508954707382
rp_1,-172.492721313256
rp_2,0.765373429389955
rp_3,-60.57335976349066
rp_4,38.62552545099004
rp_5,-46.58095395639038
rp_6,-116.14084793334212
rp_7,43.82847083784455
rp_8,-82.33377376073486
rp_9,-50.85404523563278
rp_10,-45.43348292994742
rp_11,76.3341375992933
rp_12,-1.6178092451940316
rp_13,3.0270646183305545
rp_14,0.8653614326223812
rp_15,84.19912675869756
rp_16,-53.08732727340406
rp_17,-45.18662349157616
rp_18,-20.711727032767627
rp_19,44.91011229679114
rp_20,-6.623961457588726
rp_21,30.014233900264717
rp_22,-29.89016666985604
rp_23,3.64664442453071
rp_24,-29.0149114541047
rp_25,27.136315253158358
rp_26,-16.062462326312687
rp_27,11.966982866953725
rp_28,9.943154766944923
rp_29,-3.0257288437408656
rp_30,-25.2065998057396
rp_31,-5.156671764414156
rp_32,-7.144548522823934
rp_33,-22.757512752125226
rp_34,-8.17811520368459
rp_35,15.443405889959987
rp_36,5.347745005128626
rp_37,-17.094831964763543
rp_38,3.7323127199328017
rp_39,-10.508358610369019
rp_40,0.08779322074122044
rp_41,-5.744892351555179
rp_42,-6.0072407336891045
rp_43,6.525038744212792
rp_44,-2.7471944296691557
rp_45,8.944537094448036
rp_46,-9.471620047891571
rp_47,4.172166407209299
rp_48,3.305112803040792
rp_49,5.500526184874117
rp_50,1.5638512188701807
rp_51,-1.9055283104846095
rp_52,-6.230777569943396
rp_53,1.1633213412740118
rp_54,-0.7243539345881949
rp_55,0.4695482734959722
ebv,5.965333929764869
