rho,fold,train_examples,validation_examples,validation_cross_entropy,validation_top1_accuracy,validation_macro_accuracy,optimization_status,accepted_iterations,closure_evaluations,final_gradient_inf_norm
1e-05,0,1618,809,0.9780752863358627,0.7342398022249691,0.6638036872957196,converged_objective,96,195,4.2020241380669177e-05
1e-05,1,1618,809,0.99493075035071,0.7391841779975278,0.6826403337301429,converged_objective,96,196,2.164341822208371e-05
1e-05,2,1618,809,0.9648300608297553,0.7478368355995055,0.6874617915256318,converged_objective,99,204,1.416175473423209e-05
0.0001,0,1618,809,1.3128835333653548,0.7330037082818294,0.6509715280020217,converged_objective,57,120,1.143916233559139e-05
0.0001,1,1618,809,1.3345225556777516,0.7280593325092707,0.6527381344801174,converged_objective,56,116,1.1900874596904032e-05
0.0001,2,1618,809,1.3194255570950384,0.7416563658838071,0.6621328959365551,converged_objective,58,119,1.8189408365287818e-05
0.001,0,1618,809,2.6600025372239675,0.5278121137206427,0.3628844919698746,converged_objective,26,55,4.262808943167329e-06
0.001,1,1618,809,2.682937316099981,0.5315203955500618,0.36948499126946893,converged_objective,26,55,9.181967470794916e-06
0.001,2,1618,809,2.6808030784532644,0.5265760197775031,0.3651940028879828,converged_objective,25,54,1.591513864696026e-05
0.01,0,1618,809,3.8363054831384007,0.2200247218788628,0.10203584598233428,converged_objective,10,22,1.520942896604538e-05
0.01,1,1618,809,3.8396684741813387,0.2200247218788628,0.10272402730065527,converged_objective,10,22,1.842901110649109e-05
0.01,2,1618,809,3.838702942386029,0.21013597033374537,0.09689291941800304,converged_objective,9,22,2.960534766316414e-05
0.1,0,1618,809,4.104001076775801,0.07169344870210136,0.02820512820512821,converged_objective,6,20,4.1406601667404175e-06
0.1,1,1618,809,4.10438899889186,0.06674907292954264,0.026153846153846153,converged_gradient,5,12,2.123415470123291e-07
0.1,2,1618,809,4.104146406078266,0.06798516687268233,0.02666666666666667,converged_gradient,5,12,2.0302832126617432e-07
