rho,mean_validation_cross_entropy,std_validation_cross_entropy,mean_validation_top1_accuracy,mean_validation_macro_accuracy
1e-05,0.9792786991721094,0.015086385559505621,0.7404202719406675,0.6779686041838314
0.0001,1.3222772153793816,0.011097783016760548,0.7342398022249691,0.6552808528062314
0.001,2.674580977259071,0.012670316806457405,0.5286361763494026,0.36585449537577547
0.01,3.8382256332352562,0.0017315586065101657,0.21672847136382364,0.10055093090033086
0.1,4.104178827248642,0.00019598275752799913,0.06880922950144211,0.027008547008547008
