rho,fold,train_examples,validation_examples,validation_cross_entropy,validation_top1_accuracy,validation_macro_accuracy,optimization_status,accepted_iterations,closure_evaluations,final_gradient_inf_norm
1e-05,0,2959,1480,0.3849074414282438,0.9081081081081082,0.8981535633063199,converged_objective,93,192,1.1674529559968505e-05
1e-05,1,2959,1480,0.3844620156009643,0.9074324324324324,0.8980674268508549,converged_objective,91,186,2.1942878447589464e-05
1e-05,2,2960,1479,0.39577294219115033,0.9093982420554428,0.9029272542486154,converged_objective,90,186,9.912256246025208e-06
0.0001,0,2959,1480,0.7520598946734476,0.8891891891891892,0.8748421021423383,converged_objective,52,110,1.22437922982499e-05
0.0001,1,2959,1480,0.7604969146220606,0.8797297297297297,0.8607618262488005,converged_objective,53,110,1.8744154658634216e-05
0.0001,2,2960,1479,0.764666480303178,0.8884381338742393,0.8746919103933638,converged_objective,54,115,1.698184132692404e-05
0.001,0,2959,1480,2.2205126561490056,0.7412162162162163,0.6689872197852874,converged_objective,23,50,9.924195182975382e-06
0.001,1,2959,1480,2.2235321140050774,0.7222972972972973,0.6471705702914798,converged_objective,24,54,8.296803571283817e-06
0.001,2,2960,1479,2.2203017966012504,0.7410412440838404,0.664419973735383,converged_objective,22,49,9.307867003371939e-05
0.01,0,2959,1480,3.834705499197626,0.44594594594594594,0.33562005454274646,converged_objective,8,19,6.683403626084328e-06
0.01,1,2959,1480,3.8354067794261515,0.42027027027027025,0.31478727487973357,converged_objective,8,19,6.1853788793087006e-06
0.01,2,2960,1479,3.83477987624714,0.42528735632183906,0.3168798973968895,converged_objective,8,19,6.707850843667984e-06
0.1,0,2959,1480,4.126810319309359,0.3013513513513513,0.21150049199965773,converged_gradient,3,8,7.7858567237854e-07
0.1,1,2959,1480,4.126938687345998,0.30675675675675673,0.21655028608481164,converged_gradient,3,8,6.337650120258331e-07
0.1,2,2960,1479,4.126842350302191,0.3002028397565923,0.21105030308814426,converged_objective,5,24,6.740447133779526e-06
