feature,weight
BIAS,235.8972385135707
bp_1,-166.61466358746696
bp_2,-9.76053399785714
bp_3,-149.24426298299352
bp_4,-32.71587004016627
bp_5,210.76061231491286
bp_6,-3.1919555775652317
bp_7,-2.721354748151725
bp_8,1.9646354676277775
bp_9,-49.53054565637473
bp_10,-48.84983541913593
bp_11,-39.37882610952185
bp_12,30.072889112508285
bp_13,96.45601063808228
bp_14,-10.150433922372903
bp_15,-82.1120537903727
bp_16,-135.71584640026836
bp_17,107.79399838016576
bp_18,70.25172339125534
bp_19,-129.76788285433508
bp_20,50.91707293725934
bp_21,-9.380704641267492
bp_22,189.9604668367456
bp_23,-113.85837398555363
bp_24,-2.9887196239986498
bp_25,-12.495552421902751
bp_26,-17.954275427938555
bp_27,-10.09811215002495
bp_28,-119.61824927167973
bp_29,57.98599861627253
bp_30,-23.398425489881816
bp_31,-7.53404723794826
bp_32,18.88579839663194
bp_33,23.339759787446248
bp_34,13.839918406472874
bp_35,6.541837262868391
bp_36,-5.583510824912307
bp_37,1.0901005737178069
bp_38,-21.538944090835443
bp_39,22.447708327833425
bp_40,17.244800706771453
bp_41,-16.596202865757288
bp_42,17.342442922430955
bp_43,26.597770872967185
bp_44,12.826561753118586
bp_45,-9.907292524900884
bp_46,4.142843950596461
bp_47,-2.7627917104980937
bp_48,-4.575691324363245
bp_49,-15.289258682748144
bp_50,-4.683819583762402
bp_51,-8.268341370125208
bp_52,2.891213008718303
bp_53,-2.582192753537218
bp_54,-5.4881148941403
bp_55,0.26200586074421384
rp_1,-166.61466358746696
rp_2,-4.508284339427261
rp_3,-14.629445905823761
rp_4,35.15694094796884
rp_5,-39.357111286892014
rp_6,-119.20377337284258
rp_7,-7.927247883217839
rp_8,-105.1345281554188
rp_9,-57.16801028587861
rp_10,-22.816600222035564
rp_11,56.08234855397969
rp_12,37.245047699761
rp_13,-9.915537793327674
rp_14,-10.896280666733585
rp_15,22.932040541911594
rp_16,-77.49248498047632
rp_17,-27.327816955299273
rp_18,-32.74572641006615
rp_19,34.411759024831
rp_20,-1.2318002497066507
rp_21,11.655831705754625
rp_22,0.8007969280274406
rp_23,30.238931954118648
rp_24,-25.70645134589494
rp_25,-29.299612435477698
rp_26,-9.63446084721924
rp_27,31.362081329925903
rp_28,21.47299521536069
rp_29,0.17785213727643
rp_30,-27.127206562991397
rp_31,-29.78184747694848
rp_32,1.270252867091318
rp_33,-3.2414382428378627
rp_34,-1.4706785899143109
rp_35,22.30479578014976
rp_36,14.63928558118484
rp_37,-2.1892068772531372
rp_38,1.489166267711106
rp_39,-29.98770471661148
rp_40,1.2073642499789567
rp_41,-24.493981178117227
rp_42,-4.837384721829664
rp_43,6.815477199998134
rp_44,3.9290725180851105
rp_45,-8.031715738943019
rp_46,-5.662902024604291
rp_47,1.1901004980266068
rp_48,9.289169061297821
rp_49,-2.196401696178468
rp_50,2.8240273047925073
rp_51,-0.6550527797503124
rp_52,-13.042614627445127
rp_53,-5.394402128395639
rp_54,2.311998448864302
rp_55,1.451826261694313
ebv,2.405937718252962
