feature,weight
BIAS,251.7622587931705
bp_1,-177.84101054425315
bp_2,0.5605990453213298
bp_3,-198.75941664355665
bp_4,42.60796894856804
bp_5,250.04403526335182
bp_6,-216.5989375222076
bp_7,-56.53849197236802
bp_8,14.763746288061876
bp_9,-66.38360010165904
bp_10,-4.323432119506864
bp_11,11.200641276232236
bp_12,-24.458911876705667
bp_13,52.20608088584108
bp_14,14.330458025223665
bp_15,-36.474870683482834
bp_16,-9.626098912365288
bp_17,27.398777222414914
bp_18,-17.111265111861762
bp_19,-57.51347895091487
bp_20,3.0844965722594813
bp_21,-1.530951122432757
bp_22,36.95203659064601
bp_23,5.335800903143419
bp_24,-23.63124371816954
bp_25,7.050232647838844
bp_26,-1.1366375035829954
bp_27,-24.014763728880762
bp_28,-29.204412427021104
bp_29,18.564510662412673
bp_30,0.5700879132052854
bp_31,7.5482112309271825
bp_32,15.246235468431014
bp_33,-3.1627837527529508
bp_34,1.2448900265282343
bp_35,-6.015368227617108
bp_36,4.2186422852892385
bp_37,-2.088677767316673
bp_38,-0.41429215595412006
bp_39,9.287894238743036
bp_40,4.078931841536419
bp_41,-2.3119197286327817
bp_42,7.899721263383335
bp_43,8.546477882146034
bp_44,-3.776417544887331
bp_45,6.660524133943176
bp_46,-3.142324084565183
bp_47,-6.666382481567217
bp_48,-3.31232414259251
bp_49,-0.6183798159550448
bp_50,-1.287889330576164
bp_51,0.04862216704945421
bp_52,3.988255437310023
bp_53,4.263643684958499
bp_54,-1.806479412814921
bp_55,-0.5944435112486791
rp_1,-177.84101054425315
rp_2,27.462490526753804
rp_3,-104.75763095250758
rp_4,55.794365912736666
rp_5,-55.49127619591695
rp_6,-58.26113538460039
rp_7,189.50918472848278
rp_8,-80.41452142129162
rp_9,-85.84486679144123
rp_10,-72.5788671606102
rp_11,56.211961426464306
rp_12,-39.12111988253955
rp_13,38.381722557604945
rp_14,51.886600698303894
rp_15,71.29277515376765
rp_16,-38.7103368766218
rp_17,-36.19311945654632
rp_18,-22.512306471814142
rp_19,16.236398425366875
rp_20,-6.0104864017041155
rp_21,34.621491071841064
rp_22,-19.434244755824928
rp_23,30.46188553225102
rp_24,-56.4512051608062
rp_25,14.98085427504479
rp_26,-25.368265781501126
rp_27,26.526173667326706
rp_28,-28.460936070392716
rp_29,-8.78516970123361
rp_30,-17.433897050268293
rp_31,-13.842200981925272
rp_32,-20.83685627405417
rp_33,-14.176984970907247
rp_34,-17.657786738985884
rp_35,3.0447566262776675
rp_36,6.60715555222623
rp_37,8.151968749639412
rp_38,3.199204140611875
rp_39,-19.280171825004857
rp_40,-11.81566131760822
rp_41,17.385897156897663
rp_42,-4.9550539071173665
rp_43,-3.7598814443588746
rp_44,-0.1640506693366754
rp_45,-3.390871005399623
rp_46,-0.7833287333769384
rp_47,7.570755616491909
rp_48,3.3042180798360867
rp_49,-1.2795699020555866
rp_50,3.673603259610093
rp_51,3.332711391598025
rp_52,-5.576352134615011
rp_53,-0.478406641467893
rp_54,-1.8592162884251775
rp_55,0.4794699617278997
ebv,0.705853065868509
