iteration,closure_evaluations,objective,weighted_cross_entropy,l2_penalty,gradient_inf_norm,relative_objective_change
0,0,4.1743879318237305,4.1743879318237305,0.0,0.007496187463402748,
1,5,3.947718620300293,3.947603940963745,0.00011466369323898107,0.008100667037069798,0.0543000112173113
2,7,3.638460874557495,3.637800693511963,0.0006602398352697492,0.008429350331425667,0.07833834563398376
3,9,2.3222575187683105,2.2979421615600586,0.02431534416973591,0.12876933813095093,0.36174728852876825
4,11,2.2884252071380615,2.212559938430786,0.07586527615785599,0.04561902955174446,0.014568716585830309
5,13,1.9843478202819824,1.9185386896133423,0.06580907106399536,0.02292039431631565,0.1328762617662138
6,15,1.6185989379882812,1.57218599319458,0.046412888914346695,0.026374416425824165,0.1843169219404928
7,18,1.3777096271514893,1.3425061702728271,0.035203415900468826,0.019590463489294052,0.14882581792385685
8,20,1.1184444427490234,1.0736135244369507,0.044830888509750366,0.03170729801058769,0.1881856519639154
9,22,0.8385190963745117,0.7539570927619934,0.08456198126077652,0.010414418764412403,0.2502809577974955
10,24,0.7565847635269165,0.6546328067779541,0.1019519567489624,0.017555663362145424,0.08193433284759521
11,26,0.7025262713432312,0.5869013667106628,0.11562491208314896,0.0040929424576461315,0.0540584921836853
12,28,0.683002233505249,0.5543535947799683,0.12864862382411957,0.00203196844086051,0.019524037837982178
13,30,0.6630946397781372,0.5109368562698364,0.1521577537059784,0.0019736881367862225,0.019907593727111816
14,32,0.6525847911834717,0.4785781502723694,0.17400667071342468,0.004297361709177494,0.010509848594665527
15,34,0.6408402323722839,0.46289703249931335,0.17794321477413177,0.002567785093560815,0.011744558811187744
16,36,0.617590606212616,0.43520230054855347,0.1823882907629013,0.004481600597500801,0.02324962615966797
17,38,0.5842352509498596,0.4004173278808594,0.18381793797016144,0.005679028108716011,0.03335535526275635
18,40,0.5556685924530029,0.37316229939460754,0.1825062781572342,0.01256732176989317,0.02856665849685669
19,42,0.524251401424408,0.3425441384315491,0.1817072480916977,0.005747558083385229,0.03141719102859497
20,44,0.5065609216690063,0.3268314003944397,0.17972952127456665,0.0042723421938717365,0.01769047975540161
21,46,0.49550533294677734,0.3201887011528015,0.17531661689281464,0.002181555610150099,0.011055588722229004
22,48,0.49026137590408325,0.31413912773132324,0.1761222630739212,0.002454166766256094,0.005243957042694092
23,50,0.47463083267211914,0.29300224781036377,0.18162858486175537,0.003164159832522273,0.01563054323196411
24,52,0.46100229024887085,0.2718069553375244,0.18919534981250763,0.00642378069460392,0.013628542423248291
25,54,0.44799768924713135,0.2515767514705658,0.19642093777656555,0.003170271636918187,0.013004601001739502
26,56,0.44003987312316895,0.24380828440189362,0.19623160362243652,0.002507834928110242,0.007957816123962402
27,58,0.4347899854183197,0.24175620079040527,0.19303378462791443,0.0014875732595100999,0.005249887704849243
28,60,0.4312610626220703,0.239336758852005,0.1919242888689041,0.001173207419924438,0.0035289227962493896
29,62,0.4274646043777466,0.2342493236064911,0.1932152658700943,0.0014029860030859709,0.0037964582443237305
