rho,fold,train_examples,validation_examples,validation_cross_entropy,validation_top1_accuracy,validation_macro_accuracy,optimization_status,accepted_iterations,closure_evaluations,final_gradient_inf_norm
1e-05,0,2910,1455,1.1465432345860747,0.7085910652920963,0.689266819829491,converged_objective,123,258,1.4816501789027825e-05
1e-05,1,2910,1455,1.2035979332373008,0.681786941580756,0.66940569195201,converged_objective,124,257,1.9108381820842624e-05
1e-05,2,2910,1455,1.1956715911920588,0.7051546391752578,0.6991196702483293,converged_objective,125,254,2.0735336875077337e-05
0.0001,0,2910,1455,1.654330215626505,0.6577319587628866,0.6250309630968709,converged_objective,54,119,1.2100921594537795e-05
0.0001,1,2910,1455,1.6873308368482807,0.629553264604811,0.602542016213404,converged_objective,57,120,3.229432331863791e-05
0.0001,2,2910,1455,1.674711938345278,0.6536082474226804,0.6388768091401803,converged_objective,57,119,4.935562901664525e-05
0.001,0,2910,1455,3.074720882338694,0.4563573883161512,0.36870454668166414,converged_objective,21,48,3.401286085136235e-05
0.001,1,2910,1455,3.0786014873591285,0.45017182130584193,0.36141829523589514,converged_objective,21,48,3.1476825824938715e-05
0.001,2,2910,1455,3.0858764836594252,0.4309278350515464,0.34908555616156683,converged_objective,21,46,3.64540028385818e-05
0.01,0,2910,1455,3.9722571159851032,0.27766323024054984,0.1897328312712928,converged_objective,9,20,4.5531196519732475e-06
0.01,1,2910,1455,3.972189980954053,0.2900343642611684,0.19761839300300837,converged_objective,9,20,4.757894203066826e-06
0.01,2,2910,1455,3.9737368002408964,0.27353951890034367,0.18740925029386565,converged_objective,9,20,4.68594953417778e-06
0.1,0,2910,1455,4.136674865054778,0.2639175257731959,0.17902097902097902,converged_gradient,4,10,2.505839802324772e-08
0.1,1,2910,1455,4.136616344385581,0.27697594501718215,0.188018648018648,converged_gradient,4,10,4.578614607453346e-07
0.1,2,2910,1455,4.136821190668607,0.24810996563573884,0.1684586247086247,converged_gradient,4,10,4.5617343857884407e-07
