rho,mean_validation_cross_entropy,std_validation_cross_entropy,mean_validation_top1_accuracy,mean_validation_macro_accuracy
1e-05,1.181937586338478,0.030907552904333776,0.6985108820160367,0.6859307273432768
0.0001,1.6721243302733546,0.016651787799098056,0.6469644902634594,0.622149929483485
0.001,3.0797329511190825,0.005663216214029302,0.44581901489117987,0.359736132693042
0.01,3.972727965726684,0.0008743209284343037,0.2804123711340207,0.1915868248560556
0.1,4.136704133369656,0.00010551291678873652,0.2630011454753723,0.17849941724941723
